compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status
Albuterol,NA,_2_ agonist,_2_-adrenergic receptor,Asthma,Approved,1981,NA,NA,approved,Respiratory,NA,approved_control,Approved controls (success),CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,NDAUXUAQIAJITI-UHFFFAOYSA-N,2083,OK
Salmeterol,NA,_2_ agonist,_2_-adrenergic receptor,Asthma/COPD,Approved,1994,NA,NA,approved,Respiratory,NA,approved_control,Approved controls (success),C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5152,OK
Tiotropium,NA,Muscarinic antagonist,"M1, M2, and M3 muscarinic receptors (primarily M3 for bronchodilation)",COPD,Approved,2004,NA,NA,approved,Respiratory,NA,approved_control,Approved controls (success),C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,LERNTVKEWCAPOY-FPISHFTHSA-N,5487427,OK
Roflumilast,NA,PDE4 inhibitor,Phosphodiesterase-4 (PDE4),COPD,Approved,2011,NA,NA,approved,Respiratory,NA,approved_control,Approved controls (success),C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,MNDBXUUTURYVHR-UHFFFAOYSA-N,449193,OK
Amoxicillin,NA,Penicillin antibiotic,Penicillin-binding proteins (PBPs) (inhibits cell wall synthesis),Bacterial infection,Approved,1974,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,33613,OK
Azithromycin,NA,Macrolide antibiotic,50S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1991,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,447043,OK
Ciprofloxacin,NA,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1987,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,2764,OK
Levofloxacin,NA,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1996,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-JTQLQIEISA-N,149096,OK
Moxifloxacin,NA,Fluoroquinolone antibiotic,DNA gyrase (Topoisomerase II) and Topoisomerase IV,Bacterial infection,Approved,1999,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,FABPRXSRWADJSP-MEDUHNTESA-N,152946,OK
Doxycycline,NA,Tetracycline antibiotic,30S ribosomal subunit (inhibits bacterial protein synthesis),Bacterial infection,Approved,1967,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,SGKRLCUYIXIAHR-AKNGSSGZSA-N,54671203,OK
Linezolid,NA,Oxazolidinone antibiotic,23S ribosomal RNA of the 50S subunit (prevents formation of initiation complex),Bacterial infection,Approved,2000,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,TYZROVQLWOKYKF-ZDUSSCGKSA-N,441401,OK
Oseltamivir,NA,Neuraminidase inhibitor,Viral neuraminidase enzyme (prevents release of new virus particles),Influenza,Approved,1999,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,VSZGPKBBMSAYNT-RRFJBIMHSA-N,65028,OK
Acyclovir,NA,Nucleoside analogue antiviral,Viral DNA polymerase (causes chain termination),Herpes virus,Approved,1982,NA,NA,approved,Infectious,NA,approved_control,Approved controls (success),C1=NC2=C(N1COCCO)N=C(NC2=O)N,MKUXAQIIEYXACX-UHFFFAOYSA-N,135398513,OK
Trifluoperazine,NA,First-gen antipsychotic,Dopamine D2 receptor antagonist,Schizophrenia,Approved,1959,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,ZEWQUBUPAILYHI-UHFFFAOYSA-N,5566,OK
Loxapine,NA,First-gen antipsychotic,Dopamine D2 receptor and 5-HT2A receptor antagonist,Schizophrenia,Approved,1975,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,XJGVXQDUIWGIRW-UHFFFAOYSA-N,3964,OK
Desipramine,NA,TCA (Secondary amine),Norepinephrine Transporter (NET),Depression,Approved,1964,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HCYAFALTSJYZDH-UHFFFAOYSA-N,2995,OK
Valproic,NA,Anticonvulsant,GABA transaminase inhibition and Voltage-gated Na+ channels,Epilepsy; bipolar disorder,Approved,1978,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,3121,OK
Diazepam,NA,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; seizures; muscle spasm,Approved,1963,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,3016,OK
Lorazepam,NA,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; status epilepticus,Approved,1977,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,3958,OK
Alprazolam,NA,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety/panic disorder,Approved,1981,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,2118,OK
Clonazepam,NA,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Seizures; panic disorder,Approved,1975,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,2802,OK
Temazepam,NA,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1981,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,SEQDDYPDSLOBDC-UHFFFAOYSA-N,5391,OK
Buspirone,NA,Anxiolytic,5-HT1A receptor partial agonist,Generalized anxiety disorder,Approved,1986,NA,NA,approved,CNS,NA,approved_control,Approved controls (success),C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,QWCRAEMEVRGPNT-UHFFFAOYSA-N,2477,OK
Rimonabant,NA,Antiobesity,Cannabinoid CB1 receptor inverse agonist,Obesity,Approved,2005 (UK),2008,Psychiatric toxicity,market_withdrawal,CNS,tox_safety,neurotoxicity,Withdrawn / restricted for safety,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,JZCPYUJPEARBJL-UHFFFAOYSA-N,104850,OK
Sibutramine,NA,Antiobesity,SERT and NET inhibition (SNRI),Obesity,Approved,1997,2010,Cardiovascular events,market_withdrawal,Metabolic,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,UNAANXDKBXWMLN-UHFFFAOYSA-N,5210,OK
Terfenadine,NA,H1 Antihistamine,Histamine H1 receptor,Allergy,Approved,1985,1998,QT prolongation/torsades,market_withdrawal,Allergy,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,5405,OK
Astemizole,NA,H1 Antihistamine,Histamine H1 receptor,Allergy,Approved,1988,1999,QT prolongation/torsades,market_withdrawal,Allergy,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,GXDALQBWZGODGZ-UHFFFAOYSA-N,2247,OK
Cisapride,NA,Prokinetic,5-HT4 receptor agonist,GI motility,Approved,1993,2000,QT prolongation/torsades,market_withdrawal,GI,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,DCSUBABJRXZOMT-IRLDBZIGSA-N,6917698,OK
Tegaserod,Tegaserod (original withdrawal),Prokinetic,5-HT4 receptor agonist,IBS-C,Approved,2002,2007,Cardiovascular ischemic events,market_withdrawal,GI,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCCCN=C(N)N/N=C/C1=CNC2=C1C=C(C=C2)OC,IKBKZGMPCYNSLU-RGVLZGJSSA-N,135409453,OK
Lumiracoxib,NA,COX-2 inhibitor,Cyclooxygenase-2 (COX-2) enzyme,Pain/Arthritis,Approved,2005 (UK),2007,Severe hepatotoxicity,market_withdrawal,Pain,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,KHPKQFYUPIUARC-UHFFFAOYSA-N,151166,OK
Rofecoxib,NA,COX-2 inhibitor,Cyclooxygenase-2 (COX-2) enzyme,Pain/Arthritis,Approved,1999,2004,Thrombotic cardiovascular events,market_withdrawal,Pain,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,RZJQGNCSTQAWON-UHFFFAOYSA-N,5090,OK
Valdecoxib,NA,COX-2 inhibitor,Cyclooxygenase-2 (COX-2) enzyme,Pain/Inflammation,Approved,2001,2005,Cardiovascular risk + SJS/TEN,market_withdrawal,Pain,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,LNPDTQAFDNKSHK-UHFFFAOYSA-N,119607,OK
Benfluorex,NA,Metabolic agent,Indirect 5-HT2B receptor agonist (active metabolite),Metabolic syndrome,Approved,1976 (France),2009,Cardiac valvulopathy,market_withdrawal,Metabolic,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C2=CC=CC=C2,CJAVTWRYCDNHSM-UHFFFAOYSA-N,2318,OK
Clobutinol,NA,Antitussive,_ (Sigma) receptors and hERG (cause of withdrawal),Cough,Approved,1958 (Gerrmany),2007,QT prolongation/torsades,market_withdrawal,Respiratory,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O,KVHHQGIIZCJATJ-UHFFFAOYSA-N,26937,OK
Nomifensine,NA,NDRI,DAT and NET inhibition,Depression,Approved,1976 (Germany),1986,Hemolytic anemia,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,XXPANQJNYNUNES-UHFFFAOYSA-N,4528,OK
Zimeldine,NA,SSRI,Serotonin Transporter (SERT),Depression,Approved,1982 (Sweden),1983,Guillain Barr  syndrome,market_withdrawal,CNS,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2,OYPPVKRFBIWMSX-SXGWCWSVSA-N,5365247,OK
Phenylpropanolamine,NA,Sympathomimetic,_1_ and _1_-adrenergic receptors,Appetite suppression/decongestant,Approved,~1940s,2000,Hemorrhagic stroke risk,market_withdrawal,Metabolic,tox_safety,neurotoxicity,Withdrawn / restricted for safety,C[C@@H]([C@@H](C1=CC=CC=C1)O)N,DLNKOYKMWOXYQA-CBAPKCEASA-N,10297,OK
Temafloxacin,NA,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1992,1992,Hemolysis/renal failure,market_withdrawal,Infectious,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F,QKDHBVNJCZBTMR-UHFFFAOYSA-N,60021,OK
Grepafloxacin,NA,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1997,1999,QT prolongation,market_withdrawal,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F,AIJTTZAVMXIJGM-UHFFFAOYSA-N,72474,OK
Sparfloxacin,NA,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1996,2001,QT prolongation,market_withdrawal,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,DZZWHBIBMUVIIW-DTORHVGOSA-N,60464,OK
Pemoline,NA,CNS stimulant,Indirect Dopamine agonist (likely through DAT inhibition),ADHD,Approved,1975,2005,Severe hepatotoxicity / liver failure,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,NRNCYVBFPDDJNE-UHFFFAOYSA-N,4723,OK
Thioridazine,Thioridazine (restricted),D2 antagonist,Dopamine D2 receptor; also blocks hERG channels,Schizophrenia,Approved,1959,2005,QT prolongation/torsades,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,KLBQZWRITKRQQV-UHFFFAOYSA-N,5452,OK
Terodiline,NA,Anticholinergic,"M1, M2, and M3 muscarinic receptors and L-type Ca2+ channels",Urinary incontinence,Approved,1986 (UK),1991,QT prolongation/torsades,market_withdrawal,GU,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,UISARWKNNNHPGI-UHFFFAOYSA-N,23480,OK
Levomethadyl,Levomethadyl (LAAM),Opioid agonist,_-opioid receptor,OUD,Approved,1993,2003,QT prolongation/torsades,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)O,QIRAYNIFEOXSPW-PXNSSMCTSA-N,3041256,OK
Encainide,NA,Antiarrhythmic,Voltage-gated Na+ channels (State-dependent block),Arrhythmia,Approved,1987,1991,Increased mortality (proarrhythmia),market_withdrawal,Cardiovascular,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,PJWPNDMDCLXCOM-UHFFFAOYSA-N,48041,OK
Flosequinan,NA,Inodilator,Voltage-gated Na+ channels and PDE inhibition,Heart failure,Approved,1992,1993,Increased mortality,market_withdrawal,Cardiovascular,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,UYGONJYYUKVHDD-UHFFFAOYSA-N,4474062,OK
Mibefradil,NA,Calcium channel blocker,T-type and L-type voltage-gated Ca2+ channels,Hypertension/angina,Approved,1997,1998,Serious drug interactions (CYP),market_withdrawal,Cardiovascular,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,HBNPJJILLOYFJU-VMPREFPWSA-N,60663,OK
Troglitazone,NA,PPAR-_ agonist,Peroxisome proliferator-activated receptor gamma (PPAR-_),T2D,Approved,1997,2000,Idiosyncratic severe hepatotoxicity,market_withdrawal,Metabolic,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,5591,OK
Ximelagatran,NA,Direct thrombin inhibitor,Thrombin (Factor IIa),Anticoagulation,Approved,2004 (Germany),2006,Hepatotoxicity,market_withdrawal,Cardiovascular,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N,ZXIBCJHYVWYIKI-PZJWPPBQSA-N,9574101,OK
Alosetron,Alosetron (temporary withdrawal),5-HT$_3$ antagonist,5-HT3 receptor,IBS-D,Approved,2000,2000,Ischemic colitis/serious constipation,market_withdrawal,GI,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,JSWZEAMFRNKZNL-UHFFFAOYSA-N,2099,OK
Tolcapone,Tolcapone (temporarily suspended or withdrawn in several regions),COMT inhibitor,Catechol-O-methyltransferase (COMT) (Central and peripheral inhibition),Parkinson,Approved,1998,1998,Severe hepatotoxicity (black box/restricted),restricted,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],MIQPIUSUKVNLNT-UHFFFAOYSA-N,4659569,OK
Cerivastatin,NA,HMG-CoA reductase inh.,HMG-CoA reductase,Dyslipidemia,Approved,1997,2001,Rhabdomyolysis,market_withdrawal,Cardiovascular,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,SEERZIQQUAZTOL-ANMDKAQQSA-N,446156,OK
Benoxaprofen,NA,NSAID,Cyclooxygenase (COX) enzymes and Lipoxygenase (LOX),Arthritis,Approved,1982,1982,Hepatotoxicity (incl. fatal),market_withdrawal,Pain,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O,MITFXPHMIHQXPI-UHFFFAOYSA-N,39941,OK
Meprobamate,NA,Anxiolytic,GABA-A receptor (likely at a site distinct from benzodiazepines),Anxiety,Approved,1955,2012,Abuse/dependence + safety,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CCCC(C)(COC(=O)N)COC(=O)N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,4064,OK
Chlorprothixene,Chlorprothixene (restricted),D2 antagonist,Dopamine D2 receptor and 5-HT2 receptors,Psychosis,Approved,1962,2000,QT/sedation risk (market dependent),market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,WSPOMRSOLSGNFJ-AUWJEWJLSA-N,667467,OK
Etretinate,NA,Systemic retinoid,Retinoic acid receptors (RARs),Psoriasis,Approved,1986,1998,Teratogenicity/long half-life,market_withdrawal,Dermatology,tox_safety,developmental_toxicology,Withdrawn / restricted for safety,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,HQMNCQVAMBCHCO-DJRRULDNSA-N,5282375,OK
Phenacetin,NA,Analgesic,Cyclooxygenase (COX) enzymes (converted to Paracetamol),Pain,Approved,1953,1983,Nephrotoxicity/carcinogenicity,market_withdrawal,Pain,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CCOC1=CC=C(C=C1)NC(=O)C,CPJSUEIXXCENMM-UHFFFAOYSA-N,4754,OK
Gatifloxacin,Gatifloxacin (restricted),Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1999,2006,Dysglycemia risk,market_withdrawal,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,XUBOMFCQGDBHNK-UHFFFAOYSA-N,5379,OK
Bepridil,NA,Calcium channel blocker,L-type Ca2+ channels and Voltage-gated Na+ channels,Angina,Approved,1990,2004,Torsades/QT prolongation,market_withdrawal,Cardiovascular,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,UIEATEWHFDRYRU-UHFFFAOYSA-N,2351,OK
Chlormezanone,NA,Muscle relaxant,Specific molecular target poorly defined; produces GABAergic-like sedation,Spasm,Approved,1958,1996,SJS/TEN,market_withdrawal,CNS,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,WEQAYVWKMWHEJO-UHFFFAOYSA-N,2717,OK
Suprofen,NA,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1985,1987,Renal toxicity (anuria),market_withdrawal,Pain,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,MDKGKXOCJGEUJW-UHFFFAOYSA-N,5359,OK
Zomepirac,NA,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1980,1983,Anaphylaxis/severe hypersensitivity,market_withdrawal,Pain,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,ZXVNMYWKKDOREA-UHFFFAOYSA-N,5733,OK
Fenfluramine,Fenfluramine (Pondimin),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1973,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-UHFFFAOYSA-N,3337,OK
Dexfenfluramine,Dexfenfluramine (Redux),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1996,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-VIFPVBQESA-N,66265,OK
Nefazodone,Nefazodone (Serzone),SARI,5-HT2A receptor antagonist and SERT inhibition,Depression,Approved,1994,2003,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,4449,OK
Flupirtine,NA,Analgesic,Kv7 (KCNQ) potassium channels (Opener),Pain,Approved,1986 (Germany),2018,Serious liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,JUUFBMODXQKSTD-UHFFFAOYSA-N,53276,OK
Pergolide,Pergolide (Permax),Dopamine agonist,"D1, D2, and D3 receptors and 5-HT2B receptor",Parkinson,Approved,1988,2007,Cardiac valvulopathy,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-MZMPZRCHSA-N,47811,OK
Sertindole,Sertindole (Serdolect; suspension/restricted return),Atypical antipsychotic,"D2, 5-HT2A, and 5-HT2C receptors; also potent hERG channel blocker",Schizophrenia,Approved,1970,1998,QT prolongation / sudden death signal,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,60149,OK
Droperidol,Droperidol (use restrictions/black box),D2 antagonist,Dopamine D$_2$ receptor; also blocks hERG channels,Antiemetic / sedation,Approved,1957,2001,QT prolongation / torsades warning,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,OK
Propoxyphene,Propoxyphene (Darvon/Darvocet),Opioid agonist,_-opioid receptor; also inhibits hERG channels (reason for withdrawal),Pain,Approved,1993,2010,Serious cardiac toxicity/arrhythmias,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N,10100,OK
Triazolam,Triazolam (Halcion; regional withdrawals/restrictions),Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1975 (Switzerland),1991,Behavioral toxicity / amnesia / dependence concerns (high-profile),restricted,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,JOFWLTCLBGQGBO-UHFFFAOYSA-N,5556,OK
Flunitrazepam,Flunitrazepam (Rohypnol; restricted/withdrawn in many markets),Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1965,1990,Abuse/DFSA risk; dependence,restricted,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,PPTYJKAXVCCBDU-UHFFFAOYSA-N,3380,OK
