compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Nefazodone,Nefazodone (Serzone),SARI,5-HT2A receptor antagonist and SERT inhibition,Depression,Approved,1994,2003,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,4449,OK,1994.0,92,"This molecule is a textbook example of how to engineer multiple fatal liabilities into a single scaffold. With a MW approaching 470 and a cLogP pushing 4.8, it relies entirely on grease for affinity, severely depressing LipE. The architecture presents a classic hERG pharmacophore: a basic piperazine nitrogen tethered via a highly flexible propyl spacer to a bulky, lipophilic triazolone-phenoxyethyl core. More critically, as highlighted by the biological advisory, the molecule contains a glaring metabolic weak point at the N-alkylated piperazine. CYP-mediated N-dealkylation will inevitably cleave this linker, releasing a free chlorophenylpiperazine—a highly active, promiscuous moiety that will obliterate any intended receptor selectivity and drive neuropsychiatric adverse events. Furthermore, the combination of high lipophilicity, extensive hepatic metabolism, and the high dose burden required for dual-target CNS occupancy triggers the 'Rule of Two' for idiosyncratic Drug-Induced Liver Injury (DILI). The sheer volume of lipophilic mass the liver must process daily makes hepatotoxicity a mathematical certainty in a broad population. Tox Summary: Not Clean.",Low,"Chlorophenylpiperazine (yields active/promiscuous aryl-piperazine upon N-dealkylation), basic piperazine-propyl-lipophile motif (hERG liability)",0.15,"High risk of QTc prolongation due to the textbook hERG pharmacophore, compounded by early signals of hepatic stress at the high doses required for exposure.",0.35,"While the parent molecule may engage SERT/5-HT receptors, the rapid generation of active aryl-piperazine metabolites will confound the efficacy and tolerability readouts.",0.05,"The 'Rule of Two' DILI risk (high cLogP + high daily dose) is a near-guaranteed death sentence in large, chronic patient populations.",0.002625,TERMINATE,"The SARI (Serotonin Antagonist and Reuptake Inhibitor) mechanism is biologically validated but clinically treacherous due to the high dose burden required to achieve dual-target CNS occupancy. To hit both SERT and 5-HT receptors effectively, this lipophilic molecule will require clinical doses well over 100mg/day. The structural inclusion of a chlorophenylpiperazine moiety is a fatal pharmacological flaw; it undergoes CYP-mediated cleavage to yield pharmacologically active aryl-piperazine metabolites that drive off-target neuropsychiatric adverse events. More critically, the high daily dose combined with extensive hepatic metabolism of this complex scaffold creates a severe risk for idiosyncratic Drug-Induced Liver Injury (DILI). In a crowded CNS market, a high-dose hepatotoxin is an automatic kill."
Flupirtine,,Analgesic,Kv7 (KCNQ) potassium channels (Opener),Pain,Approved,1986 (Germany),2018,Serious liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,JUUFBMODXQKSTD-UHFFFAOYSA-N,53276,OK,1986.0,92,"While the physicochemical properties present an initially deceptive CNS profile (MW ~304, cLogP ~2.5), the hydrogen bond donor count (HBD=4) violates optimal CNS MPO guidelines, threatening BBB permeability. However, the fatal flaw lies in the core chemotype. The 2,3,6-tri-nitrogen substituted pyridine (amino, carbamate, and benzylamino groups) creates an excessively electron-rich aromatic system. While the para-fluoro substitution on the benzyl ring effectively blocks one metabolic soft spot, it disastrously shunts CYP450-mediated oxidation directly onto the aminopyridine core. As highlighted by the biological advisory, this guarantees bioactivation into highly reactive quinone-diimine intermediates. In the context of high-dose CNS analgesia, this acts as a massive glutathione (GSH) sink, ensuring idiosyncratic Drug-Induced Liver Injury (DILI). The metabolic liabilities are structurally hardcoded and unmanageable. Tox Summary: Not Clean.",Low,"['2,3,6-tri-substituted aminopyridine (quinone-diimine precursor)', 'Electron-rich poly-aminated heteroaromatic core']",0.15,"Severe risk of idiosyncratic hepatotoxicity and glutathione depletion via reactive electrophilic metabolites, capping Phase 1 survival.",0.35,"High HBD count (4) restricts optimal brain penetration, necessitating massive systemic doses to achieve nociceptive target occupancy.",0.02,Chronic administration for pain with a known DILI-inducing chemotype guarantees late-stage failure due to cumulative severe hepatic events.,0.00105,TERMINATE,"The CNS analgesic space is a clinical graveyard dominated by massive Phase 3 placebo responses and narrow therapeutic windows. Biologically, achieving meaningful nociceptive modulation requires high target occupancy, dictating high systemic doses (>100mg/day). This molecule features a highly substituted amino-pyridine core with a carbamate. This specific poly-aminated heteroaromatic chemotype is a ticking time bomb for CYP450-mediated bioactivation into highly reactive quinone-diimine intermediates. When you combine a high-dose CNS requirement with a structure that acts as a massive glutathione sink, you guarantee idiosyncratic Drug-Induced Liver Injury (DILI). Chronic administration for pain will inevitably lead to severe hepatic events and potential off-target tissue toxicity. The biological and metabolic risks are fundamentally unmanageable."
Pergolide,Pergolide (Permax),Dopamine agonist,"D1, D2, and D3 receptors and 5-HT2B receptor",Parkinson,Approved,1988,2007,Cardiac valvulopathy,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-MZMPZRCHSA-N,47811,OK,1988.0,88,"Physicochemically, this NCE presents a deceptive CNS profile (MW < 350, cLogP ~4.0). However, the TPSA is dangerously low (~20 Å²), which, combined with the basic tertiary amine (pKa ~8.5) and the rigid, highly lipophilic tetracyclic core, creates a textbook hERG pharmacophore driven by shape and lipophilicity. Metabolically, the methylthiomethyl appendage is a glaring soft spot, guaranteeing rapid S-oxidation to sulfoxides/sulfones, while the N-propyl group invites CYP-mediated dealkylation. Integrating the biological advisory: the rigid polycyclic indole scaffold is structurally condemned. It is a privileged but promiscuous motif that perfectly mimics biogenic amines, hardwiring the molecule for off-target 5-HT2B agonism. This structural feature is a known trigger for irreversible cardiac valvulopathy and fibrosis. When you stack the hERG liability on top of the 5-HT2B-mediated fibrotic risk, the cardiovascular safety margin is obliterated. Tox Summary: Not Clean.",Low,"['Rigid polycyclic indole core (5-HT2B agonism / valvulopathy risk)', 'Methylthiomethyl group (rapid S-oxidation liability)', 'Basic tertiary amine + lipophilic core (hERG pharmacophore)']",0.15,Severe cardiovascular safety liabilities. The combination of hERG affinity (driven by low TPSA and basicity) and the structural alert for 5-HT2B agonism makes Phase 1 clearance highly improbable.,0.25,"While target engagement at D2/D3 is likely given the biogenic amine mimicry, the therapeutic window is non-existent due to the pan-receptor promiscuity and resulting neuropsychiatric adverse events.",0.02,"Chronic dosing of an ergot-like scaffold with 5-HT2B activity is clinical suicide. Irreversible cardiac valvulopathy and retroperitoneal fibrosis will inevitably manifest in large-scale, long-term trials.",0.00075,TERMINATE,"The dopamine agonist class for CNS indications is a pharmacological minefield. While efficacious for motor symptom control, pan-D2/D3 agonism guarantees dose-limiting neuropsychiatric liabilities, including impulse control disorders, hallucinations, and sudden sleep onset. More critically, the rigid polycyclic indole core presented here is a classic structural alert for off-target 5-HT2B agonism. This is a graveyard mechanism notorious for inducing irreversible cardiac valvulopathy and pulmonary/retroperitoneal fibrosis. As a Novel Chemical Entity, advancing an ergot-like scaffold today is clinical suicide given the stringent regulatory scrutiny on 5-HT2B-mediated fibrotic risks. The therapeutic window is obliterated by these dual psychiatric and cardiovascular liabilities."
Sertindole,Sertindole (Serdolect; suspension/restricted return),Atypical antipsychotic,"D2, 5-HT2A, and 5-HT2C receptors; also potent hERG channel blocker",Schizophrenia,Approved,1970,1998,QT prolongation / sudden death signal,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,60149,OK,1970.0,88,"Structurally, this molecule presents a classic 'Jekyll and Hyde' profile. On paper, the MW (~440) and TPSA (~45 Å²) are perfectly tuned for CNS penetration. However, the physicochemical reality is a highly lipophilic nightmare (estimated cLogP ~5.0) driven by the massive 1-(4-fluorophenyl)-5-chloroindole hydrophobic cluster. This extreme 'grease' guarantees high non-specific binding, poor LipE, and obligate hepatic clearance. More critically, this architecture is a textbook hERG pharmacophore: a highly basic piperidine center (pKa > 8.5) flanked by a massive lipophilic domain on one side and a polar imidazolidinone tail via a flexible ethyl spacer on the other. This shape perfectly complements the hERG central cavity, validating the biological advisory's severe warning regarding QTc prolongation and sudden cardiac death. Furthermore, the combination of high lipophilicity and a basic amine strongly flags for lysosomotropism and drug-induced phospholipidosis. While the para-fluoro substitution blocks one metabolic soft spot on the phenyl ring, the overall high volume of distribution and CYP-driven clearance will lead to erratic patient exposure. Tox Summary: Not Clean (Severe hERG liability and phospholipidosis risk).",Medium,"Basic piperidine linked to massive lipophilic core (hERG pharmacophore), Chloroindole (high lipophilicity/non-specific toxicity)",0.15,Severe hERG liability. The structural alignment with known potassium channel blockers makes dose-limiting QTc prolongation highly probable in healthy volunteers.,0.45,"If it survives P1, the basic lipophilic pharmacophore will likely achieve CNS penetration and target engagement (D2/5-HT2A), though efficacy will be clouded by off-target sedation.",0.1,"Chronic dosing of a highly lipophilic, promiscuous basic amine guarantees metabolic syndrome, weight gain, and cumulative cardiac risks, leading to a high probability of late-stage failure.",0.00675,CAUTION,"The atypical antipsychotic target space is a clinical graveyard defined by a razor-thin therapeutic index. Efficacy requires precise polypharmacology (typically D2/5-HT2A modulation), which almost inevitably drags in H1, alpha-1, and muscarinic off-targets, guaranteeing metabolic syndrome, severe weight gain, sedation, and orthostatic hypotension. Structurally, this highly lipophilic, halogenated basic amine is a textbook hERG channel blocker. The high volume of distribution and obligate hepatic clearance will lead to variable patient exposure, exacerbating the risk of QTc prolongation and sudden cardiac death. While the target class is validated, the dose-limiting toxicities (EPS at >80% D2 occupancy, metabolic ruin, and cardiotoxicity) make this a highly precarious clinical asset."
Droperidol,Droperidol (use restrictions/black box),D2 antagonist,Dopamine D$_2$ receptor; also blocks hERG channels,Antiemetic / sedation,Approved,1957,2001,QT prolongation / torsades warning,restricted,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,RMEDXOLNCUSCGS-UHFFFAOYSA-N,3168,OK,1957.0,88,"While the physicochemical properties (MW < 400, TPSA ~52 Å², cLogP ~3.5) are theoretically optimal for CNS penetration, this molecule is a chemical and toxicological minefield. The architecture features a textbook 'Hard Kill' hERG pharmacophore: a basic amine tethered via a flexible 3-methylene aliphatic spacer to a lipophilic fluorophenyl ketone. This guarantees high-affinity hERG channel blockade and dose-limiting QTc prolongation, perfectly aligning with the biological advisory's warning of cardiovascular toxicity. Furthermore, the 1,2,3,6-tetrahydropyridine ring is a severe structural alert for MAO-mediated bioactivation into a reactive, neurotoxic pyridinium species (MPTP-like toxicity). When combined with the razor-thin therapeutic index of D2 antagonism (inevitable EPS and tardive dyskinesia), the developability of this scaffold is fundamentally compromised. Tox Summary: Not Clean.",Low,"['1,2,3,6-tetrahydropyridine (MAO-mediated bioactivation to neurotoxic pyridinium)', 'Fluorophenyl ketone + flexible basic amine (Classic hERG pharmacophore)']",0.15,Hard cap applied due to the severe hERG liability and the structural alert for neurotoxic bioactivation. QTc prolongation will be immediately dose-limiting in healthy volunteers.,0.25,"While CNS penetration and D2 target engagement are highly probable given the physicochemical profile, the complete lack of a therapeutic window before the onset of extrapyramidal symptoms (EPS) will severely confound efficacy readouts.",0.02,"Chronic administration of a D2 antagonist with this specific structural profile guarantees unacceptable rates of tardive dyskinesia, hyperprolactinemia, and Torsades de Pointes. Commercial viability is zero.",0.00075,TERMINATE,"D2 antagonism is a sledgehammer mechanism fraught with severe, class-wide clinical liabilities. Achieving the requisite >65% striatal D2 occupancy for CNS efficacy leaves a razor-thin margin before hitting the >80% threshold that guarantees Extrapyramidal Symptoms (EPS), akathisia, and irreversible tardive dyskinesia. Furthermore, the structural motif—a lipophilic fluorophenyl ketone linked via a flexible aliphatic chain to a basic nitrogen—is the textbook pharmacophore for catastrophic hERG channel blockade. The clinical trajectory for this NCE points directly toward dose-limiting QTc prolongation, Torsades de Pointes, and tuberoinfundibular hyperprolactinemia. In the modern regulatory environment, this cardiovascular and neurological toxicity profile is a clinical graveyard."
Propoxyphene,Propoxyphene (Darvon/Darvocet),Opioid agonist,_-opioid receptor; also inhibits hERG channels (reason for withdrawal),Pain,Approved,1993,2010,Serious cardiac toxicity/arrhythmias,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N,10100,OK,1993.0,92,"This NCE is a structural and metabolic disaster, heavily reliant on lipophilicity (cLogP ~4.0) with a dangerously low TPSA (~30 Å²). The architecture perfectly maps to the classic hERG pharmacophore: a highly basic tertiary amine (pKa > 8.5) tethered to a massive, greasy diphenyl/benzyl cluster. As highlighted by the biological advisory, the presence of a propionate ester guarantees rapid, uncontrolled hydrolysis by plasma and hepatic esterases. Concurrently, the N,N-dimethylamine moiety is a prime target for CYP-mediated N-demethylation. The resulting secondary amine (nor-metabolite) will possess an even higher affinity for the hERG channel due to reduced steric hindrance around the basic nitrogen, driving severe QTc prolongation. The combination of opioid-induced respiratory depression and metabolite-driven fatal arrhythmias makes this scaffold unviable. Tox Summary: Not Clean.",Low,"['Propionate ester (rapid esterase cleavage)', 'N,N-dimethylamine (CYP N-demethylation to cardiotoxic secondary amine)', 'Diphenyl/benzyl cluster linked to basic amine (hERG pharmacophore)']",0.15,"High risk of Phase 1 failure due to acute QTc prolongation from the parent and its rapidly forming, long-lived N-desmethyl metabolite.",0.25,"Rapid ester hydrolysis will severely compromise the pharmacokinetic profile, making sustained target engagement of the parent compound highly erratic.",0.02,"Insurmountable regulatory hurdles for an opioid agonist compounded by severe, structurally embedded cardiovascular liabilities.",0.00075,TERMINATE,"The opioid agonist class is a regulatory and clinical graveyard fraught with insurmountable liabilities: respiratory depression, tolerance, and severe abuse potential. Structurally, this NCE features a highly lipophilic basic amine core coupled with an ester linkage. This guarantees rapid hepatic and plasma esterase cleavage alongside CYP-mediated N-demethylation. The resulting secondary amine metabolites will inevitably accumulate due to longer half-lives, driving severe off-target cardiotoxicity (hERG inhibition/QTc prolongation) and potential CNS excitability. The convergence of opioid-mediated respiratory suppression and metabolite-driven fatal arrhythmias makes this a clinical non-starter."
Triazolam,Triazolam (Halcion; regional withdrawals/restrictions),Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1975 (Switzerland),1991,Behavioral toxicity / amnesia / dependence concerns (high-profile),restricted,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,JOFWLTCLBGQGBO-UHFFFAOYSA-N,5556,OK,1975.0,82,"Physicochemically, this molecule is a textbook CNS penetrant: MW < 350, TPSA ~43 Å², HBD=0, and cLogP ~3.5. It will cross the blood-brain barrier instantaneously. However, from a structural and clinical perspective, it is a liability. The triazolo-fused diazepine core is excessively rigid, precluding any nuanced subtype selectivity (e.g., alpha-1 sparing) required for modern GABA-A modulators. Metabolically, the methyl group on the triazole ring is a glaring soft spot for rapid CYP3A4-mediated aliphatic hydroxylation. This structural feature guarantees the rapid pharmacokinetic offset and subsequent severe rebound anxiety/insomnia highlighted in the biological advisory. Furthermore, the dual-halogenation (ortho-chloro phenyl and chloro-fused benzo) drives lipophilicity just enough to ensure deep tissue distribution, while clearance remains entirely dependent on a single CYP3A4 pathway, creating a massive DDI vulnerability. Integrating the +45 penalty for the insurmountable regulatory and abuse-liability hurdles of this unselective, rapid-onset/rapid-offset scaffold. Tox Summary: Not Clean (High abuse liability, severe rebound tox, CYP3A4 DDI risk).",Low,"Triazolo-diazepine core (intrinsic abuse liability/sedation), Triazole-methyl (rapid CYP3A4 clearance hotspot driving rebound tox)",0.45,Acute safety is compromised by profound CNS depression and rapid-onset sedation. DDI risks via the singular CYP3A4 clearance pathway further suppress Phase 1 success.,0.85,"Target engagement is virtually guaranteed given the highly optimized, rigid pharmacophore for the GABA-A allosteric site. It will demonstrate undeniable acute efficacy.",0.05,Regulatory graveyard. The rapid offset driven by methyl hydroxylation guarantees severe withdrawal and rebound symptoms. Zero chance of approval in the modern era without alpha-subtype selectivity.,0.019125,TERMINATE,"While the GABA-A positive allosteric modulator mechanism is historically validated, advancing a novel, highly lipophilic, dual-halogenated triazolo-fused scaffold in the modern era is a clinical and regulatory graveyard. The mechanism is intrinsically plagued by rapid tolerance, severe withdrawal syndromes, cognitive blunting, and profound abuse liability. This specific structural profile typically drives rapid CNS penetration and rapid offset, exacerbating the 'high' and subsequent rebound anxiety/insomnia, which guarantees punitive regulatory scheduling. Furthermore, clearance of these scaffolds is notoriously CYP3A4-dependent, introducing fatal drug-drug interaction liabilities, especially regarding respiratory depression when co-administered with other CNS depressants. The FDA will demand insurmountable abuse-liability and subtype-selectivity data (e.g., alpha-1 sparing) that this classic, rigid scaffold cannot provide. You are developing a liability, not a therapeutic breakthrough."
Flunitrazepam,Flunitrazepam (Rohypnol; restricted/withdrawn in many markets),Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1965,1990,Abuse/DFSA risk; dependence,restricted,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,PPTYJKAXVCCBDU-UHFFFAOYSA-N,3380,OK,1965.0,88,"Physicochemically, this NCE presents an optimal CNS MPO profile (MW ~313, cLogP ~2.8, TPSA ~84 Å², HBD 0), ensuring excellent blood-brain barrier penetration and high LipE. However, the structural and biological liabilities are fatal. The inclusion of a nitroaromatic moiety is a severe structural alert in modern medicinal chemistry. As highlighted by the biological advisory, hepatic and gut nitroreductases will reduce this group to highly reactive nitroso and hydroxylamine electrophiles, introducing unacceptable risks for idiosyncratic DILI (via covalent protein adduction) and Ames-positive genotoxicity (via DNA alkylation). Furthermore, the GABA-A PAM mechanism carries insurmountable clinical baggage, including rapid tolerance, severe dependence, and respiratory depression. Despite the pristine physical chemistry, the combination of a hard-kill toxicophore and a highly stigmatized target class renders this un-developable for chronic CNS indications. Tox Summary: Not Clean (Nitroaromatic genotoxicity/DILI risk).",Medium,Nitroaromatic moiety (high risk of reduction to reactive nitroso and hydroxylamine species),0.15,"Severe safety liabilities due to the nitroaromatic group, carrying high risks of genotoxicity and idiosyncratic DILI via reactive intermediates, severely capping Phase 1 survival.",0.65,"High probability of target engagement and pharmacodynamic effect given the highly optimized, rigid, and lipophilic CNS-penetrant scaffold.",0.05,"Chronic administration of a nitro-containing GABA-A PAM is commercially and clinically unviable due to dependence, tolerance, abuse liability, and cumulative toxicity risks.",0.004875,TERMINATE,"The GABA-A positive allosteric modulator (classical benzodiazepine) space is a clinical graveyard for novel entities. The target is plagued by insurmountable regulatory and clinical baggage: rapid tolerance, severe dependence, anterograde amnesia, and fatal respiratory depression when combined with other CNS depressants. Worse, this specific NCE features a nitroaromatic moiety—a notorious structural alert. Hepatic and gut microbiome nitroreductases will inevitably convert this to reactive nitroso and hydroxylamine intermediates, introducing a massive risk for idiosyncratic Drug-Induced Liver Injury (DILI) and genotoxicity. Advancing a nitro-containing classical benzodiazepine in the modern era is biologically and clinically indefensible."
Methaqualone,,Sedative-hypnotic,GABA-A receptor (likely a distinct site from benzodiazepines),Insomnia (historical),Approved,1954,1984,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,JEYCTXHKTXCGPB-UHFFFAOYSA-N,6292,OK,1954.0,88,"Physicochemically, this NCE is a miniature 'grease brick' (MW ~250, TPSA ~33, HBD 0). While these metrics ensure instantaneous BBB penetration, the near-total absence of polar interaction vectors dictates that target affinity is driven entirely by hydrophobic packing. This structural reality guarantees poor LipE and low intrinsic potency, validating the biological advisory's prediction of a massive clinical dose requirement. Metabolically, the molecule is a sitting duck: the dual benzylic methyl groups (on the quinazolinone core and the orthogonal phenyl ring) will undergo rapid CYP-mediated oxidation. To maintain hypnotic efficacy against this rapid clearance, the dose burden must be pushed even higher, flooding the liver with substrate and drastically elevating DILI and DDI risks. Integrating the +45 biological penalty for the insurmountable abuse and respiratory depression liabilities of broad-spectrum sedative-hypnotics, this scaffold is unviable. Tox Summary: Not Clean (High metabolic burden at required doses).",Low,"Quinazolinone core (potential for reactive intermediates at high doses), dual benzylic methyls (rapid CYP oxidation hotspots)",0.4,"High dose requirement combined with rapid hepatic clearance elevates Phase 1 safety risks, particularly concerning idiosyncratic hepatotoxicity and DDI.",0.2,"BBB penetration is guaranteed, but achieving sustained receptor occupancy without triggering severe adverse events is highly improbable due to the narrow therapeutic index and rapid clearance.",0.02,"Insurmountable regulatory hurdles for broad-spectrum sedative-hypnotics due to rapid tolerance, severe abuse liability, and fatal overdose risks.",0.0016,TERMINATE,"The broad-spectrum sedative-hypnotic target space is a clinical and regulatory graveyard. Modulating global CNS depression (likely via GABAergic pathways) carries an insurmountable risk of rapid tolerance, severe abuse liability, and fatal respiratory depression, particularly in overdose or polypharmacy scenarios. The lipophilic, rigid bicyclic scaffold suggests a high dose requirement (>150mg) to achieve sufficient CNS penetrance and receptor occupancy for hypnosis. This high dose burden guarantees significant hepatic first-pass metabolism, elevating the risk of CYP-mediated drug-drug interactions and idiosyncratic DILI. The therapeutic window is fundamentally too narrow for modern approval standards."
Glutethimide,,Sedative-hypnotic,GABA-A receptor modulation,Insomnia (historical),Approved,1955,1980,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,JMBQKKAJIKAWKF-UHFFFAOYSA-N,3487,OK,1955.0,88,"Physicochemically, this molecule presents a deceptively pristine CNS profile: MW < 250, cLogP ~2.5, and TPSA ~46 Å². However, this structural simplicity is its fatal flaw. The lack of complex, directional hydrogen bonding or specific 3D vectors guarantees poor target affinity, resulting in a catastrophic Lipophilic Efficiency (LipE). To achieve efficacy, this necessitates the massive clinical doses (>200mg) highlighted in the biological advisory. From a MedChem perspective, pushing high doses of a molecule with an unsubstituted phenyl ring and an exposed ethyl group guarantees extensive CYP450 metabolism (para-hydroxylation, aliphatic oxidation) and severe auto-induction. The glutarimide core, while highly BBB-permeant, acts as a blunt instrument for non-selective CNS depression, carrying unacceptable risks of respiratory depression and a razor-thin therapeutic index. Furthermore, the presence of a chiral center at C3 complicates developability if advanced as a racemate. Tox Summary: Not Clean.",Low,"['Glutarimide core (blunt non-selective CNS depressant motif)', 'Unsubstituted phenyl ring (CYP450 oxidation soft spot)']",0.35,"The narrow therapeutic index and broad-spectrum depressant activity pose severe risks of respiratory depression and over-sedation in healthy volunteers, severely limiting the maximum tolerated dose.",0.2,"While BBB penetration is guaranteed, achieving a statistically significant efficacy signal without triggering dose-limiting, non-selective CNS toxicity is highly improbable.",0.05,"Commercial viability is obliterated by the high abuse liability, severe CYP450 auto-induction at required high doses, and the modern regulatory demand for highly selective CNS agents.",0.0035,TERMINATE,"The candidate utilizes a glutarimide-like scaffold targeting broad sedative-hypnotic pathways, likely via non-selective GABA-A positive allosteric modulation. This mechanism is a clinical graveyard. Broad-spectrum, barbiturate-like depressants are plagued by a notoriously narrow therapeutic index, profound respiratory depression, and severe abuse liability. Furthermore, achieving CNS efficacy with this structural class historically requires massive clinical doses (>200mg). This high dose-burden guarantees significant hepatic stress, profound CYP450 auto-induction, and a high risk of idiosyncratic toxicity. The modern regulatory landscape demands high-selectivity (e.g., specific GABA-A alpha-subunit targeting) or alternative pathways (e.g., orexin antagonism). Advancing a high-dose, non-selective CNS depressant is clinical suicide."
Methyprylon,,Sedative-hypnotic,GABA-A receptor modulation,Insomnia (historical),Approved,1955,1979,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CCC1(C(=O)C(CNC1=O)C)CC,SIDLZWOQUZRBRU-UHFFFAOYSA-N,4162,OK,1955.0,82,"Structurally, this is a minimalist piperidine-2,4-dione derivative. While it boasts pristine CNS MPO properties (MW < 200, TPSA ~46 Å², cLogP ~1.5), this simplicity is its fatal flaw. The molecule lacks distinct 3D pharmacophore vectors, relying entirely on weak hydrogen bonding and aliphatic shape-filling for target engagement. This guarantees abysmal Lipophilic Efficiency (LipE) and necessitates the massive clinical doses (>100-300mg) highlighted in the biological advisory. The gem-diethyl moiety successfully blocks enolization at the beta-dicarbonyl position, but leaves the molecule highly vulnerable to CYP-mediated omega/omega-1 aliphatic oxidation. At the required high dose burden, this will inevitably trigger severe CYP450 induction and metabolic saturation. Integrating the +45 penalty for the inescapable on-target respiratory depression and abuse liability of broad-spectrum sedatives, this scaffold is a relic of a bygone era of brute-force pharmacology. Tox Summary: Structurally Clean, but Biologically Unviable due to massive dose requirements.",Low,"None strictly toxic, but gem-diethyl and aliphatic chains pose high CYP induction/saturation risk at the required massive clinical doses.",0.6,"Devoid of acute structural alerts (no hERG or MBI motifs), but the inherently narrow therapeutic index of global CNS depressants presents significant Phase 1 dose-escalation risks.",0.3,"Target engagement is achievable, but only via massive doses due to poor LipE, leading to overwhelming metabolic burden and off-target liabilities.",0.05,"A regulatory graveyard. The inescapable triad of rapid tolerance, severe abuse liability, and respiratory depression makes Phase 3 survival nearly impossible.",0.009,TERMINATE,"The broad-spectrum sedative-hypnotic space is a clinical graveyard. Modulating global CNS depression (likely via GABAergic pathways or similar ion channel mechanisms) carries an inescapable, on-target risk of respiratory depression, rapid tolerance, and severe abuse liability. The structural motif indicates a highly lipophilic, low-complexity molecule that will require massive clinical doses (likely >100mg to 300mg) to drive sufficient BBB penetration and receptor occupancy. This high dose burden guarantees extensive hepatic metabolism, severe CYP450 induction/inhibition liabilities, and a dangerously narrow therapeutic index. Regulatory agencies will demand a pristine safety profile for any new sedative, which this mechanism fundamentally cannot provide."
