compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Thalidomide,Thalidomide (historical withdrawal; now reintroduced with controls),Immunomodulatory,Cereblon (CRBN) (part of an E3 ubiquitin ligase complex),Nausea/sedation historically,Approved,1998,1961,Teratogenicity,market_withdrawal,CNS,tox_safety,developmental_toxicity,Withdrawn / restricted for safety,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,UEJJHQNACJXSKW-UHFFFAOYSA-N,5426,OK,1998.0,95,"Physicochemically, this molecule presents a deceptively attractive CNS profile (MW 258, TPSA 83 Å², cLogP ~1.0), ensuring high blood-brain barrier penetrance. However, from a structural and developability standpoint, it is severely flawed. The chiral center on the glutarimide ring is situated alpha to two carbonyls, rendering the proton highly acidic and guaranteeing rapid in vivo racemization. This completely precludes any enantioselective dosing strategy to separate efficacy from toxicity. Furthermore, the dual imide systems are highly susceptible to both spontaneous and enzymatic hydrolysis, generating a complex pool of ring-opened metabolites. Integrating the biological advisory: this unsubstituted phthalimide-glutarimide core acts as a primitive, unguided molecular glue. Lacking any steric or electronic vectors to tune neo-substrate selectivity, it drives the pleiotropic degradation of essential transcription factors. In a CNS context, the resulting teratogenicity, heavy sedation, and irreversible neuropathy represent an insurmountable therapeutic window collapse. Tox Summary: Not Clean.",Low,"Unsubstituted phthalimide-glutarimide core (pleiotropic molecular glue/teratogen), hydrolytically unstable imides.",0.05,"Severe teratogenicity, neurotoxicity, and rapid in vivo racemization present massive safety hurdles for any non-terminal indication.",0.15,"While BBB penetration and target engagement (molecular glue activity) are highly likely, the lack of selectivity means achieving a safe efficacious dose is nearly impossible.",0.01,"Chronic CNS deployment is completely disqualified by the high risk of venous thromboembolism (VTE), irreversible peripheral neuropathy, and off-target protein degradation in post-mitotic neurons.",7.5e-05,TERMINATE,"The biological premise of using this specific immunomodulatory imide scaffold for a CNS indication is fundamentally flawed due to catastrophic safety liabilities. This structural class operates as a pleiotropic molecular glue, driving the ubiquitination and degradation of multiple transcription factors. While this mechanism is validated in specific hematological malignancies, deploying it in the CNS for non-lethal indications is a clinical graveyard. The scaffold is intrinsically linked to severe teratogenicity (via off-target degradation of developmental transcription factors), high rates of venous thromboembolism (VTE), and profound neurotoxicity, including heavy sedation and irreversible peripheral neuropathy. In post-mitotic neurons, off-target protein degradation poses an unquantifiable and unacceptable biological risk. Unless the indication is a terminal CNS malignancy (which is not specified), the systemic and neurological toxicity profile of this mechanism completely disqualifies it for chronic CNS use."
Practolol,,Beta-blocker,_1_-adrenergic receptor,CV,Approved,1970 (UK),1975,Oculomucocutaneous syndrome (systemic tox),market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,DURULFYMVIFBIR-UHFFFAOYSA-N,4883,OK,1970.0,95,"This structure is a textbook example of physicochemical and metabolic negligence. While the aryloxypropanolamine core provides the requisite beta-adrenergic anchor, the decoration is disastrous for a CNS indication. The para-acetamido substituent acts as a polar anchor, driving cLogP well below the CNS optimal range (<1.0) and pushing HBD to 3. This guarantees abysmal passive blood-brain barrier (BBB) permeation. To achieve any meaningful CNS target engagement, systemic dosing would need to be pushed to levels that guarantee profound, dose-limiting peripheral beta-blockade, entirely obliterating the therapeutic index. More critically, the para-acetamido-phenoxy motif is a metabolic time bomb. Amidase-mediated hydrolysis will unmask a primary aniline, setting the stage for CYP-driven N-oxidation to highly reactive nitroso electrophiles. This haptenization pathway is a classic trigger for devastating idiosyncratic immune-mediated toxicities. Deploying an aniline-generator for a chronic, non-lethal CNS indication is clinical suicide. Tox Summary: Not Clean.",Low,para-acetamidophenoxy moiety (amidase-mediated aniline precursor),0.1,"Severe risk of idiosyncratic immune-mediated toxicity from aniline bioactivation, compounded by acute peripheral cardiovascular adverse events at the massive doses required for CNS penetration.",0.05,"Fundamentally flawed CNS MPO (low cLogP, high HBD) ensures failure to achieve brain exposure, collapsing the therapeutic index.",0.01,Chronic administration of an aniline-generating scaffold for a non-lethal indication is an absolute non-starter due to cumulative idiosyncratic toxicity.,5e-05,TERMINATE,"While beta-adrenergic antagonism is a deeply validated mechanism for CNS indications (e.g., essential tremor, migraine prophylaxis, anxiety), this specific structural execution is biologically and clinically flawed. CNS-targeted beta-blockers require high lipophilicity to cross the blood-brain barrier (BBB) efficiently, allowing for low systemic doses that spare peripheral cardiovascular function. This molecule incorporates a highly polar para-acetamido group, severely restricting BBB permeability. Consequently, achieving CNS target engagement will require pushing systemic doses to levels that will cause dose-limiting peripheral beta-blockade (profound bradycardia and hypotension), entirely collapsing the therapeutic index. Furthermore, the para-acetamido-phenoxy motif is a severe structural alert for chronic therapy; amidase-mediated cleavage can generate reactive anilines, driving devastating idiosyncratic immune-mediated toxicities (historically linked to severe oculomucocutaneous syndromes in this exact chemotype). For non-lethal chronic CNS indications, this combination of poor CNS-to-peripheral partitioning and high idiosyncratic toxicity risk is an absolute clinical graveyard."
Tolrestat,,Aldose reductase inhibitor,Aldose reductase,Diabetic neuropathy,Approved,1989 (Canada),1997,Hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,LUBHDINQXIHVLS-UHFFFAOYSA-N,53359,OK,1989.0,95,"This molecule is a masterclass in how not to design a CNS drug, earning a near-terminal score. The most egregious offense is the thioamide moiety—a glaring structural alert and a 'Hard Kill' for mechanism-based inactivation (MBI) and idiosyncratic hepatotoxicity (DILI). Thioamides undergo rapid S-oxidation by CYPs and FMOs to form highly reactive sulfines and sulfenes, which covalently adduct to hepatic proteins. Furthermore, the aliphatic carboxylic acid is not only a severe liability for blood-brain barrier (BBB) penetrance (being fully ionized at physiological pH), but it also presents a secondary toxicity risk via formation of reactive acyl glucuronides. To achieve any meaningful target engagement in the CNS, massive systemic exposures would be required. Forcing high doses of a thioamide-containing xenobiotic through the liver is a guaranteed recipe for catastrophic DILI. The highly lipophilic trifluoromethyl-naphthalene core acts as a 'grease' sink, driving non-specific binding and ensuring heavy reliance on the very hepatic pathways that will bioactivate the thioamide. Integrating the biological advisory's 45-point penalty for the historically doomed aldose reductase class, this NCE is structurally and mechanistically dead on arrival. Tox Summary: Not Clean.",Low,"Thioamide (bioactivation to reactive sulfines/sulfenes), Aliphatic carboxylic acid (acyl glucuronidation risk)",0.1,"The thioamide moiety presents an unacceptable risk of severe DILI and MBI, especially at the high doses required to force the carboxylic acid across the BBB. Capped by Hard Kill alerts.",0.05,Target engagement in the CNS is highly improbable due to the ionized carboxylic acid restricting BBB penetrance. Any efficacy would be masked by dose-limiting hepatotoxicity.,0.01,Chronic administration of a high-dose thioamide for a neurological indication has a near-zero probability of surviving long-term safety evaluations.,5e-05,TERMINATE,"Aldose reductase inhibitors (ARIs) are a notorious clinical graveyard for neurological and diabetic complications. The polyol pathway hypothesis has repeatedly failed to translate target engagement (sorbitol reduction) into robust clinical efficacy in Western trials. Worse, this class is plagued by severe idiosyncratic hepatotoxicity and hypersensitivity reactions. This specific NCE contains a highly concerning thioamide (C=S) moiety, a classic structural alert for CYP-mediated bioactivation into reactive sulfines and sulfenes, virtually guaranteeing DILI at the high doses required for CNS or peripheral nerve penetration. Furthermore, the carboxylic acid restricts BBB penetrance, forcing massive systemic exposures to achieve therapeutic concentrations in the nervous system. High dose requirements plus reactive metabolite formation in a historically failed target class makes this dead on arrival."
Bromfenac,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1997,1998,Severe liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,60726,OK,1997.0,98,"This molecule is a catastrophic failure of basic medicinal chemistry principles for a CNS indication. The presence of a carboxylic acid ensures >99% ionization at physiological pH, rendering passive blood-brain barrier (BBB) penetration abysmal. To force target engagement in the CNS, massive systemic doses would be required, which immediately triggers a fatal safety cascade due to two glaring structural liabilities. First, the unprotected primary aniline is a classic toxicophore, primed for CYP-mediated N-oxidation to a reactive nitroso intermediate that will covalently bind to hepatic proteins. Second, the aryl acetic acid moiety is highly susceptible to forming reactive acyl glucuronides, leading to protein haptenization and immune-mediated Drug-Induced Liver Injury (DILI). Combining an aniline and an acyl glucuronide risk in a molecule that requires high systemic exposure is a guaranteed recipe for severe hepatotoxicity. Furthermore, as the biological advisory notes (45-point penalty), chronic COX inhibition for CNS indications is a clinical graveyard, and the required systemic burden will inevitably trigger classic NSAID GI and cardiovascular toxicities. Tox Summary: Not Clean.",Low,Primary aniline (N-oxidation to reactive nitroso species); Aryl acetic acid (reactive acyl glucuronide formation),0.05,"Severe DILI risk driven by the dual liabilities of an unprotected aniline and an aryl acetic acid, exacerbated by the high systemic doses required for CNS penetration.",0.1,"Carboxylic acid ionization severely restricts BBB permeability, making CNS target engagement highly improbable without toxic systemic exposure.",0.01,"Chronic systemic exposure will inevitably lead to idiosyncratic hepatotoxicity, GI ulceration, and cardiovascular thrombosis.",5e-05,TERMINATE,"Targeting COX (the mechanistic target of NSAIDs) for CNS indications requires systemic administration and robust blood-brain barrier penetration, necessitating significant systemic exposure. While COX inhibition is validated for acute peripheral pain, chronic systemic use for CNS indications (e.g., neuroinflammation, neurodegeneration) is a clinical graveyard with zero proven disease-modifying benefit. More critically, the structural motif presented—an aryl acetic acid paired with an unprotected aniline-like amino group—is a notorious liability for severe idiosyncratic Drug-Induced Liver Injury (DILI). The carboxylic acid is highly prone to acyl glucuronidation, while the amino group undergoes oxidative bioactivation, forming reactive intermediates that covalently bind to hepatic proteins. Given the systemic doses required for CNS efficacy, the liver burden will be intolerable, leading to acute hepatotoxicity alongside the classic, unavoidable NSAID liabilities of GI ulceration and cardiovascular thrombosis."
Trovafloxacin,,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1997,1999,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,62959,OK,1997.0,98,"This structure is a definitive clinical graveyard. The molecule is built on a 1,8-naphthyridin-4-one-3-carboxylic acid scaffold. The critical fatal flaw is the N1-(2,4-difluorophenyl) moiety paired with this specific naphthyridone core—a notorious structural alert for idiosyncratic Drug-Induced Liver Injury (iDILI). This motif is highly susceptible to oxidative bioactivation, generating reactive intermediates that trigger fulminant hepatic failure. Compounding this, the C7 substituent features a highly basic primary amine on a rigid 3-azabicyclo[3.1.0]hexane system. In this chemical class, C7 basicity strongly drives off-target GABA-A receptor antagonism. Deploying this for a CNS indication is biologically perilous; it will actively lower the seizure threshold. Physicochemically, the zwitterionic character (carboxylic acid and basic amine) severely restricts passive blood-brain barrier permeability. To achieve effective CNS exposure, massive systemic doses would be required, which perfectly amplifies both the neurotoxic and hepatotoxic liabilities to guaranteed failure levels. Tox Summary: Not Clean (Severe iDILI and Neurotoxicity).",Medium,"N1-(2,4-difluorophenyl)-1,8-naphthyridone core (iDILI / reactive metabolites), C7 basic primary amine (GABA-A antagonism / seizures)",0.1,Extreme risk of acute dose-limiting neurotoxicity (seizures) and severe idiosyncratic hepatotoxicity driven by the N1-aryl naphthyridone core.,0.15,"Zwitterionic physicochemistry severely limits passive BBB penetration, making target CNS MICs nearly impossible to achieve without lethal systemic dosing.",0.01,The inherent iDILI risk of this specific scaffold guarantees that any signal of fulminant liver failure in a broader population will result in immediate clinical termination.,0.00015,TERMINATE,"While bacterial DNA gyrase/topoisomerase IV is a deeply validated target for systemic infections, applying a fluoroquinolone-class mechanism specifically for a CNS indication is biologically perilous. Fluoroquinolones carry a well-documented, class-wide liability for neurotoxicity—specifically off-target GABA-A receptor antagonism, which lowers the seizure threshold and causes severe neuropsychiatric adverse events. To achieve effective Minimum Inhibitory Concentrations (MIC) within the CNS, high systemic doses (typically >200mg/day) are required, which will directly amplify this neurotoxic risk to unacceptable levels. Furthermore, the specific structural motif present here (an N1-aryl/difluorophenyl group combined with a naphthyridone core) is a massive red flag for idiosyncratic Drug-Induced Liver Injury (iDILI). At the high doses required for antimicrobial efficacy, this specific scaffold is highly prone to generating reactive metabolites that trigger acute, fulminant liver failure. The convergence of dose-limiting neurotoxicity in a CNS indication and severe hepatotoxicity makes this candidate a definitive clinical graveyard."
Ticlopidine,,Antiplatelet,P2Y-12 receptor (irreversible ADP receptor antagonist),Stroke prevention,Approved,1991,1990s-2000s,TTP / neutropenia (usage largely displaced/restricted),restricted,CNS,tox_safety,hematologic_toxicity,Withdrawn / restricted for safety,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,PHWBOXQYWZNQIN-UHFFFAOYSA-N,5472,OK,1991.0,85,"This molecule is a physicochemical and metabolic liability masquerading as a simple small molecule. While the MW (<270) and cLogP (~3.5) appear benign, the TPSA is virtually non-existent (<5 Å²), rendering it a highly lipophilic, basic grease-ball. The fatal flaw is the tetrahydrothieno[3,2-c]pyridine core. As highlighted by the biological advisory, this is a highly inefficient prodrug scaffold that demands massive CYP450 oxidation to pry open the thiophene ring and generate the active thiol. This metabolic brute-forcing generates highly reactive thiophene epoxides and S-oxides—textbook structural alerts for Mechanism-Based Inactivation (MBI) and covalent off-target protein adduction. Relying on reactive intermediates for efficacy guarantees a high systemic burden of electrophiles, directly driving severe idiosyncratic toxicities (agranulocytosis, TTP). The 2-chlorobenzyl moiety offers minimal steric shielding against this metabolic onslaught. Tox Summary: Not Clean.",Low,"Thiophene ring (obligate bioactivation to reactive epoxides/S-oxides), Tetrahydropyridine (potential iminium species generation)",0.2,Severe risk of idiosyncratic toxicity driven by obligate thiophene bioactivation to reactive electrophiles. The high dose required for inefficient prodrug conversion maximizes liver burden and MBI risk.,0.4,"Efficacy relies entirely on highly variable, inefficient CYP-mediated prodrug conversion. Combined with the inherent bleeding risks of the target class, the therapeutic window is razor-thin.",0.05,"Chronic exposure to reactive thiophene intermediates in a large, diverse patient population virtually guarantees the emergence of severe, idiosyncratic immune-mediated toxicities and blood dyscrasias.",0.004,CAUTION,"While antiplatelet therapy for CNS ischemic events is a deeply validated mechanism, the biological execution of this specific chemotype carries severe liabilities. The molecule features a thienopyridine-like core, a class notorious for operating as prodrugs requiring extensive CYP450 bioactivation to generate an active thiol. This metabolic pathway is highly inefficient and generates reactive intermediates (thiophene epoxides/S-oxides) that covalently bind to off-target proteins. Historically, this mechanism drives severe idiosyncratic toxicities, including agranulocytosis, aplastic anemia, and Thrombotic Thrombocytopenic Purpura (TTP). Furthermore, inefficient bioactivation typically necessitates high clinical doses (>200mg/day), maximizing liver burden and reactive metabolite exposure. Combined with the inherent on-target risk of intracranial hemorrhage, the therapeutic window is razor-thin."
Fenoterol,,_2_ agonist,_2_-adrenergic receptor,Asthma,Approved,1971 (Germany),1990s,Increased mortality signal (regional actions),restricted,CNS,risk_benefit,respiratory_toxicity,Withdrawn / restricted for safety,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,LSLYOANBFKQKPT-UHFFFAOYSA-N,3343,OK,1971.0,85,"The molecule is a phenylethanolamine derivative featuring a resorcinol motif and a bulky N-aralkyl substituent. As a CNS candidate, its physicochemical profile is disastrous. It possesses 5 hydrogen bond donors (three phenolic OH, one secondary alcohol, one secondary amine) and a TPSA >90 Å², creating an insurmountable desolvation penalty for passive blood-brain barrier (BBB) permeation. Metabolically, the exposed phenols guarantee rapid, extensive Phase II clearance (glucuronidation and sulfation), resulting in abysmal oral bioavailability. Integrating the biological advisory: attempting to force this highly polar, rapidly cleared molecule into the CNS will require massive systemic dosing. This will inevitably trigger a catastrophic peripheral beta-adrenergic storm (tachycardia, arrhythmias, tremor), completely obliterating the therapeutic index before any CNS target engagement is achieved. Tox Summary: Not Clean (Severe dose-limiting peripheral cardiovascular toxicity and potential for quinone bioactivation).",Low,Resorcinol and phenol moieties (high risk of rapid Phase II clearance and potential oxidation to reactive quinones),0.1,"Dose-escalation will be rapidly halted by severe peripheral adrenergic toxicity (tachycardia, tremor) long before CNS-relevant exposures are reached.",0.05,Zero probability of achieving meaningful CNS target engagement due to the massive BBB desolvation penalty and rapid systemic clearance.,0.01,Fundamentally unviable for chronic CNS therapy due to an inverted therapeutic index and lethal cardiovascular liabilities.,5e-05,TERMINATE,"The structural pharmacophore (a phenylethanolamine core with a bulky N-aralkyl substituent and a resorcinol-like motif) is a textbook Beta-2 adrenergic agonist. Deploying a systemic Beta-2 agonist for a CNS indication represents a catastrophic failure of pharmacological strategy. To achieve meaningful blood-brain barrier (BBB) penetration and CNS target engagement, the systemic exposure required will bathe the myocardium and skeletal muscle in an adrenergic storm. The clinical reality is dose-limiting peripheral toxicity: severe tachycardia, arrhythmias, debilitating skeletal muscle tremor, and hypokalemia. In the typical elderly demographic for neurodegenerative CNS disorders, this cardiovascular burden is not just intolerable; it is a lethal liability. The therapeutic index is inverted—peripheral adverse events will halt dose escalation long before CNS efficacy is realized."
Ondansetron,Ondansetron (high-dose IV restrictions),5-HT3 antagonist,5-HT3 receptor,Antiemetic,Approved,1991,2012,QT prolongation (dose-dependent risk),restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N,4595,OK,1991.0,12,"The molecule presents an elite physicochemical profile for a systemic agent targeting a ligand-gated ion channel. With a molecular weight under 300 Da, a cLogP in the optimal 2.0-3.0 range, and a TPSA of ~43 Å², it is perfectly tuned for high permeability and excellent Lipophilic Efficiency (LipE). The rigid tricyclic tetrahydrocarbazolone core minimizes entropic penalties upon binding, while the methylene-linked 2-methylimidazole provides a basic vector for target engagement without introducing excessive flexibility. The primary structural liability is the basic imidazole linked to a lipophilic core, which loosely fits the hERG pharmacophore and aligns with the biological advisory's note on dose-dependent QT prolongation. However, the relatively low pKa of the imidazole (compared to standard aliphatic amines) and the short one-carbon spacer prevent a 'Hard Kill' hERG trigger. Furthermore, the low-milligram dosing expected for this high-affinity mechanism significantly mitigates systemic safety risks. The 2-methyl group on the imidazole provides steric hindrance that reduces the risk of reversible CYP coordination via the free nitrogen. Metabolic liabilities are standard and manageable, primarily involving N-demethylation, aliphatic hydroxylation of the saturated ring, and potential ketone reduction. Given the acute, short-duration indication for infectious emesis, the safety-efficacy calculus is highly favorable. Tox Summary: Clean.",Medium,"None significant; imidazole carries a minor risk of reversible CYP inhibition, mitigated by the adjacent methyl group.",0.85,Excellent physicochemical properties and lack of severe structural alerts. The acute indication and low expected dose provide a wide safety margin against potential QT prolongation.,0.75,"The rigid, low-molecular-weight scaffold is perfectly suited for high-affinity target engagement at the 5-HT3 receptor, supporting the biological advisory's confidence in symptomatic relief.",0.8,"Short-duration therapy for acute infectious emesis drastically reduces the risk of chronic toxicity or idiosyncratic DILI, making commercial viability highly probable.",0.51,ELITE,"The 5-HT3 receptor is a ligand-gated ion channel with exceptionally well-characterized biology. Antagonism at this receptor is a deeply validated, elite mechanism for the control of nausea and vomiting. While the stated indication is 'Infectious', it must be noted that a 5-HT3 antagonist offers zero direct antimicrobial or pathogen-clearing efficacy; its clinical viability here is strictly limited to the symptomatic supportive care of infection-associated emesis (e.g., acute gastroenteritis). For this acute, short-duration use case, the biological risk is minimal. The mechanism typically allows for low-milligram dosing due to high receptor affinity, which bypasses significant hepatic burden and DILI risk. The primary class liabilities—constipation, headache, and dose-dependent QT prolongation—are well-understood, monitorable, and highly acceptable in an acute setting. Assuming the clinical endpoint is symptomatic relief rather than infection resolution, this is a low-attrition, highly feasible biological profile."
Erythromycin,Erythromycin (risk management),Macrolide antibiotic,50S ribosomal subunit; also Motilin receptor agonist,Infection,Approved,1952,2017/2022,QT prolongation / torsades risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,12560,OK,1952.0,65,"The molecule presents a 14-membered macrolactone heavily decorated with hydroxyls and two glycosidic appendages. While the massive molecular weight (~734 Da) and TPSA (~193 Å²) are immediate 'Bricks' in standard MPO, they are structurally requisite for the anti-infective target class to engage the deep clefts of the bacterial 50S ribosome. However, as an NCE, this scaffold is a developability nightmare. The C9 ketone is perfectly positioned for acid-catalyzed intramolecular attack by the adjacent C6 and C12 hydroxyls. In gastric pH, this will rapidly collapse into an inactive spiroketal, destroying oral bioavailability and generating degradants that drive severe GI distress via off-target motilin agonism. Furthermore, the dimethylamino group on the pendant sugar is a classic liability for CYP3A4 mechanism-based inactivation (MBI); N-demethylation yields a reactive nitroso species that will irreversibly coordinate the CYP heme iron, guaranteeing catastrophic drug-drug interactions. Finally, the basic amine (pKa ~8.8) appended to a massive lipophilic macrocycle is a textbook hERG liability, risking QT prolongation. While the acute dosing paradigm of infectious disease provides some leniency for chronic tox, the inherent chemical instability and DDI profile are fatal flaws for a modern oral drug. Tox Summary: Not Clean (Gastric instability, CYP3A4 MBI, hERG).",Low,"['C9 ketone/C6 hydroxyl network (acid-catalyzed spiroketal formation)', 'Dimethylamino sugar (CYP3A4 MBI via nitroso-heme coordination)']",0.45,"High risk of severe GI intolerability due to acid degradation products, compounded by hERG-mediated QT prolongation and CYP3A4 MBI signals.",0.85,"Target engagement at the 50S ribosome is highly probable given the specialized macrolide scaffold, assuming adequate systemic exposure can be achieved despite gastric instability.",0.35,"While the acute indication is favorable, the severe DDI potential (CYP3A4) and cardiac safety signals (QTc) will severely complicate late-stage trials and regulatory approval.",0.133875,ELITE,"The biological rationale for targeting the bacterial 50S ribosomal subunit is unimpeachable. This is a deeply validated mechanism with decades of clinical precedent and a massive therapeutic index, driven by the structural divergence between bacterial (70S) and mammalian (80S) ribosomes. The therapeutic hypothesis is direct and causal. Because the indication is acute infectious disease, the exposure duration is limited to days or weeks, which heavily mitigates the chronic toxicity risks normally associated with high-molecular-weight, high-dose compounds. However, the clinical pharmacologist must remain vigilant regarding known class-wide liabilities: off-target motilin receptor agonism (causing severe GI distress), CYP3A4 inhibition (leading to complex drug-drug interactions), and hERG-mediated QT prolongation. While the absolute dose required to maintain MIC will likely be high (>250mg), the acute treatment window makes the hepatic burden clinically acceptable."
Clarithromycin,Clarithromycin (risk management),Macrolide antibiotic,50S ribosomal subunit,Infection,Approved,1991,2018,QT prolongation / arrhythmia risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,84029,OK,1991.0,65,"Evaluating this NCE as a macrocyclic anti-infective targeting the bacterial ribosome. Standard MPO rules (MW > 700, TPSA > 190) are explicitly waived due to the target class and the chameleonic potential of the macrocycle, which relies on intramolecular hydrogen bonding for permeability. The basic N,N-dimethylamine on the appended sugar is crucial for target binding and bacterial accumulation via ion trapping. However, this scaffold contains severe chemical and metabolic liabilities. First, the proximity of the macrocyclic ketone to the tertiary hydroxyl groups creates a massive vulnerability to acid-catalyzed intramolecular ketalization in the gastric environment, destroying the pharmacophore and generating GI-irritating spiroketal degradants. Second, the N,N-dimethylamine is a notorious structural alert for CYP3A4 mechanism-based inactivation (MBI) via N-demethylation and subsequent nitrosoalkane complexation with the heme iron, guaranteeing severe drug-drug interactions. While the acute indication mitigates chronic toxicity, the high dose required to overcome poor permeability and acid degradation exacerbates the MBI and off-target motilin receptor agonism. Tox Summary: Not Clean (CYP3A4 MBI, acid instability, GI tox).",Low,"['N,N-dimethylamine (CYP3A4 MBI via nitrosoalkane formation)', 'Macrocyclic ketone/hydroxyl proximity (acid-catalyzed spiroketalization)']",0.65,"The acute dosing paradigm allows tolerance of the CYP3A4 MBI and GI liabilities, but the inherent acid instability requires significant formulation workarounds (e.g., enteric coating) to achieve reliable systemic exposure without massive degradation.",0.55,"Excellent target validation and evolutionary selectivity for the bacterial 50S ribosome. Efficacy is highly probable if adequate time-above-MIC is achieved, though efflux pumps and ribosomal methylation (erm genes) are constant resistance threats.",0.45,"The severe DDI profile (CYP3A4 MBI) and GI intolerance (motilin agonism) limit its commercial ceiling and clinical utility, especially given the high absolute dose burden required to drive efficacy.",0.160875,ELITE,"The biological premise of targeting the bacterial 50S ribosomal subunit is exceptionally well-validated and represents a cornerstone of anti-infective pharmacology. The mechanism offers profound evolutionary selectivity: human 80S ribosomes are structurally distinct, providing a massive therapeutic window regarding on-target toxicity. Because the indication is acute infectious disease, the exposure duration is short (days to weeks), which heavily mitigates the chronic toxicity risks typically associated with high-dose therapies. However, the clinical rationalist must acknowledge the inherent liabilities of this structural class. Large macrocyclic lactones typically require high absolute clinical doses (>250mg) to maintain adequate time-above-MIC and overcome poor permeability. This high dose burden, combined with hepatic clearance, introduces a risk of idiosyncratic or cholestatic hepatotoxicity. Furthermore, macrocycles of this class frequently carry off-target liabilities, including motilin receptor agonism (severe GI distress), hERG channel blockade (QTc prolongation), and potent CYP3A4 inhibition (severe drug-drug interactions). Finally, the primary biological attrition risk is not human safety, but rapid pathogen adaptation via ribosomal methylation (erm genes) or efflux pumps. Despite these class-wide nuances, the fundamental target biology is pristine."
