compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
asoprisnil,,Selective progesterone receptor modulator (SPRM),Progesterone Receptor (selective modulation),Uterine fibroids; endometriosis (studied),Phase 3,,2009,Endometrial changes (PAEC) raised safety/regulatory concerns,clinical_failure,Reproductive,tox_safety,endometrial_safety,Discontinued for safety/tox,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(COC)OC)C5=CC=C(C=C5)/C=N/O,GJMNAFGEUJBOCE-MEQIQULJSA-N,9577221,OK,2009.0,85,"Physicochemically, this molecule presents a deceptive 'Goldilocks' profile: MW is under 450, TPSA is tightly controlled (~67 Å²), and HBD is minimal (1). However, as a medicinal chemist, I look past the basic MPO to the structural liabilities. The steroidal scaffold is heavily decorated, pushing cLogP into the danger zone (>3.5), which immediately triggers the 'Rule of Two' for DILI risk when combined with high daily doses. The fatal flaw is the C11-phenyl oxime moiety. Oximes are metabolic timebombs, highly susceptible to hydrolysis (yielding reactive aldehydes) or CYP-mediated oxidation to reactive nitrogen species. Integrating the biological advisory: the SPRM class is a notorious graveyard for idiosyncratic DILI. For a chronic, non-lethal reproductive indication, regulatory tolerance for liver signals is absolute zero. The cumulative hepatic burden of clearing this lipophilic, reactive-metabolite-generating scaffold makes it commercially unviable. Tox Summary: Not Clean.",Low,"Oxime moiety (risk of hydrolysis to reactive aldehyde or oxidation to reactive nitrogen species), 4,9-dien-3-one steroidal core (CYP-mediated oxidative bioactivation)",0.45,"Short-term exposure in healthy volunteers may mask the chronic DILI risk, but high clearance and potential early transaminase elevations from reactive oxime metabolites pose a significant hurdle.",0.25,"While target engagement (efficacy) is highly probable given the steroidal pharmacophore, the ADME profile will likely reveal unacceptable levels of covalent binding or reactive metabolite formation in longer-term dosing.",0.04,"Capped at <5% due to the 'Hard Kill' logic for chronic DILI. The idiosyncratic liver toxicity associated with this scaffold and target class guarantees catastrophic failure in large, diverse patient populations requiring chronic dosing.",0.0045,TERMINATE,"The Selective Progesterone Receptor Modulator (SPRM) class is a notorious clinical graveyard for chronic reproductive indications due to severe, idiosyncratic Drug-Induced Liver Injury (DILI). Historical precedents in this target class have resulted in catastrophic late-stage clinical holds, post-market withdrawals, and liver transplants. The steroidal scaffold coupled with an oxime moiety presents a high liability for reactive metabolite formation via hepatic CYP-mediated oxidation. Because reproductive indications (e.g., uterine fibroids, endometriosis) require chronic, daily dosing for non-lethal conditions, the regulatory tolerance for any DILI signal is absolute zero. The cumulative liver burden over time makes this mechanism fundamentally toxic and commercially unviable."
AZD-4017,,11b-HSD1 inhibitor,11beta-hydroxysteroid dehydrogenase type 1,Metabolic disease (studied),Phase 2,,2021,Efficacy issues,clinical_failure,Metabolic,efficacy,efficacy_failure,Discontinued for efficacy,CCCSC1=C(C=CC(=N1)N2CCC[C@H](C2)CC(=O)O)C(=O)NC3CCCCC3,NCDZABJPWMBMIQ-INIZCTEOSA-N,24946280,OK,2021.0,92,"Physicochemically, this molecule presents a deceptive facade of developability. The MW is kept under 450, and the hERG liability is effectively neutralized by the zwitterionic character and the delocalization of the piperidine nitrogen lone pair into the pyridine ring (2-aminopyridine system), which drastically lowers its pKa. However, the structural design is fundamentally flawed by two glaring metabolic liabilities: a highly vulnerable propylthio ether and a terminal carboxylic acid. The thioether is a prime target for rapid FMO/CYP-mediated oxidation to sulfoxides and sulfones, driving high clearance. As highlighted by the biological advisory, 11b-HSD1 inhibition requires >90% sustained target occupancy, necessitating high clinical doses (>100mg). At these high doses, the carboxylic acid becomes a severe liability via acyl glucuronidation. The combination of a high body burden, reactive acyl glucuronides, and oxidative thioether metabolites creates an unacceptable idiosyncratic DILI risk. Furthermore, the target biology is a proven clinical graveyard, plagued by HPA axis activation, androgen overproduction, and uncompetitive HbA1c reductions compared to modern standard-of-care. The liver will fail before the efficacy is ever proven. Tox Summary: Not Clean.",Low,"Propylthio ether (oxidative liability), Carboxylic acid (acyl glucuronidation/DILI risk)",0.35,"High dose requirements combined with reactive acyl glucuronides and thioether oxidation products present a significant idiosyncratic DILI risk, threatening early safety margins.",0.1,"11b-HSD1 is a notorious clinical graveyard for metabolic indications. Human trials consistently fail to demonstrate competitive HbA1c reductions, rendering target engagement clinically meaningless.",0.02,"Chronic 11b-HSD1 inhibition triggers compensatory HPA axis activation and androgen overproduction. Combined with uncompetitive efficacy against GLP-1RAs/SGLT2is, commercial and chronic safety viability is near zero.",0.0007,TERMINATE,"11b-HSD1 is a notorious clinical graveyard for metabolic indications. While the premise of reducing local hepatic and adipose cortisol to improve insulin sensitivity works beautifully in rodents, human trials consistently reveal pathetic HbA1c reductions that cannot compete with modern standard-of-care (GLP-1RAs, SGLT2is). Furthermore, chronic 11b-HSD1 inhibition triggers compensatory HPA axis activation, driving ACTH spikes and subsequent adrenal androgen overproduction (leading to hirsutism and endocrine disruption). Structurally, the presence of a carboxylic acid introduces acyl glucuronidation liabilities, and the thioether is a prime site for oxidative metabolism. Achieving the >90% 24-hour target occupancy required for systemic metabolic efficacy will demand a high clinical dose (>100mg). High dose burden combined with reactive acyl glucuronides creates an unacceptable idiosyncratic DILI risk. The biology is flawed, the efficacy is uncompetitive, and the liver will pay the price."
AZD-4901,,NK3 receptor (TACR3) antagonist,Neurokinin 3 (NK3) receptor,Menopausal vasomotor symptoms (hot flushes),Phase 2,,2017,transient elevations of liver transaminase enzymes,clinical_failure,Endocrine,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)NS(=O)(=O)C,QYTBBBAHNIWFOD-NRFANRHFSA-N,23649245,OK,2017.0,82,"This molecule is a classic example of brute-forcing target affinity with grease, resulting in a physicochemical profile that practically guarantees hepatic failure. With a molecular weight of ~460 and a cLogP undoubtedly exceeding 4.5, it severely violates the fundamental principles of CNS MPO. The architecture relies on three distinct aromatic systems (a quinoline and two phenyl rings) decorated with a lipophilic propyl chain. This excessive lipophilicity will drive massive plasma protein binding, necessitating high clinical doses to achieve adequate free drug concentrations in the hypothalamus. Integrating the biological advisory: this high-dose requirement, combined with the heavy CYP-mediated clearance demanded by the lipophilic scaffold, perfectly aligns with the 'Rule of Two' for idiosyncratic DILI. The liver will be overwhelmed attempting to clear this multi-aromatic brick, risking the formation of reactive arene oxides from the unsubstituted phenyl rings and quinoline core. While the TPSA (~88 Å²) is technically within the CNS limit, the sheer hydrophobic bulk and high hepatic burden make this a metabolic time bomb. Tox Summary: Not Clean.",Low,"['Multi-aromatic quinoline core (risk of reactive arene oxide formation)', 'Unsubstituted phenyl rings (susceptible to CYP-mediated para-hydroxylation and epoxide formation)']",0.45,High lipophilicity and structural complexity flag a severe risk for idiosyncratic hepatotoxicity and transaminase elevations early in human dosing.,0.35,"While the lipophilic nature may drive in vitro target engagement, high plasma protein binding will severely restrict the free fraction available to cross the BBB, potentially compromising in vivo CNS efficacy.",0.1,"Chronic administration of a highly lipophilic, hepatically cleared drug for an endocrine indication is a statistical graveyard. The DILI risk will almost certainly manifest in a larger patient population.",0.01575,CAUTION,"While NK3 receptor antagonism is biologically validated for modulating hypothalamic KNDy neurons to treat endocrine and vasomotor symptoms, this target class is a notorious clinical graveyard for idiosyncratic drug-induced liver injury (DILI). Historical NK3 antagonists have repeatedly failed in mid-to-late-stage trials due to severe, unpredictable transaminase elevations. The highly lipophilic, multi-aromatic quinoline scaffold presented here guarantees heavy CYP-mediated hepatic clearance. To achieve the necessary CNS penetration and sustained target occupancy in the hypothalamus, the clinical dose will likely be pushed into a regime that overwhelms the liver's finite metabolic capacity. The combination of a high hepatic burden and potential reactive metabolite formation from the sulfonamide/quinoline moieties makes this a ticking time bomb for hepatotoxicity."
balapiravir,,HCV nucleoside prodrug (NS5B polymerase inhibitor class),HCV NS5B RNA-dependent RNA polymerase,Hepatitis C,Phase 2,,2011,Lymphopenia / hematologic toxicity reported in trials,clinical_failure,Infectious,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC(C)C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],VKXWOLCNTHXCLF-DXEZIKHYSA-N,11691726,OK,2011.0,92,"This NCE represents a brute-force, highly inefficient approach to nucleoside delivery. The core is a cytidine analog modified with an azido group, heavily masked by three isobutyryl esters to artificially inflate cLogP and force oral absorption. This 'triple prodrug' strategy is a metabolic nightmare: it requires three sequential esterase cleavages, releasing three stoichiometric equivalents of isobutyric acid per molecule. Given the typically high dose requirements for antiviral nucleosides (often >500 mg/day to drive subsequent intracellular triphosphorylation), this guarantees a massive systemic acid load and esterase exhaustion. Furthermore, as highlighted by the biological advisory, the azido moiety on the sugar ring is a severe structural alert for mitochondrial polymerase gamma (Pol γ) inhibition. The cumulative risk of lactic acidosis, myopathy, and hematological toxicity from the azido group, combined with the sheer metabolic tax of the ester cleavages, renders this scaffold fundamentally un-developable. Tox Summary: Not Clean.",Low,"Azido group (mitochondrial Pol γ toxicity), Triple isobutyryl esters (systemic acid load/esterase burden)",0.15,Severe acute safety risks. The massive dose required to overcome the triple-de-esterification and triphosphorylation bottlenecks will immediately expose healthy volunteers to high levels of isobutyric acid and azido-mediated mitochondrial stress.,0.25,"Efficacy is highly dependent on a complex, multi-step activation cascade (3x esterase cleavage + 3x kinase phosphorylation). Inter-patient variability in CES1/CES2 expression will lead to erratic active triphosphate levels.",0.05,"Mitochondrial toxicity is cumulative. Even if it survives short-term dosing, the chronic lactic acidosis, myopathy, and bone marrow suppression driven by the azido group will trigger a clinical hold in larger populations.",0.001875,TERMINATE,"While the HCV NS5B polymerase is a clinically validated target, this specific NCE employs a highly dangerous structural strategy. The inclusion of an azido group on the nucleoside sugar ring is a notorious trigger for mitochondrial polymerase gamma (Pol γ) inhibition, leading to severe lactic acidosis, myopathy, and profound hematological toxicity (lymphopenia/neutropenia). Furthermore, the triple isobutyryl ester prodrug design requires massive hepatic esterase cleavage. To achieve active intracellular triphosphate levels, this will necessitate a massive clinical dose (likely >500mg to 1g/day). A high dose burden combined with systemic isobutyric acid release and azido-mediated mitochondrial toxicity guarantees an unacceptable safety window and a near-certain clinical hold."
GLPG-1690,,Autotaxin inhibitor,Autotaxin (ENPP2),Idiopathic pulmonary fibrosis,Phase 3,,2021,Safety signal prompted termination of Phase III,clinical_failure,Respiratory,tox_safety,risk_benefit_unfavorable,Discontinued for safety/tox,CCC1=C(N2C=C(C=C(C2=N1)C)N3CCN(CC3)CC(=O)N4CC(C4)O)N(C)C5=NC(=C(S5)C#N)C6=CC=C(C=C6)F,REQQVBGILUTQNN-UHFFFAOYSA-N,90420193,OK,2021.0,85,"This NCE is a massive, over-engineered 'brick' (MW ~600) that blatantly ignores fundamental developability constraints. The architecture features a highly aromatic, lipophilic core (imidazopyrazine, fluorophenyl, cyanothiazole) coupled to a basic piperazine, creating a textbook hERG pharmacophore (basic center linked to a massive hydrophobic cluster). While the 3-hydroxyazetidine and acetamide linker attempt to buy back TPSA, the sheer molecular bulk guarantees poor ligand efficiency and high entropic penalties. Integrating the biological advisory: Autotaxin inhibition for pulmonary fibrosis requires driving massive systemic exposures to penetrate dense fibrotic tissue. Forcing a molecule of this size and complexity to those exposure levels will demand an exceptionally high clinical dose. This directly triggers the 'Rule of Two' for DILI risk (high lipophilicity + high daily dose), as the liver will be overwhelmed by the metabolic clearance of this behemoth—a fatal liability when co-administered with hepatotoxic standard-of-care anti-fibrotics. The presence of multiple metabolic soft spots (N-methyl, propyl chain, piperazine alpha-carbons) further ensures a high intrinsic clearance, exacerbating the dose requirement. Tox Summary: Not Clean (High DILI risk, hERG liability, pleiotropic LPA depletion).",Low,"Basic piperazine linked to lipophilic core (hERG pharmacophore), Cyanothiazole (potential bioactivation/GSH trapping under high oxidative stress), N-methyl moiety (N-demethylation burden)",0.15,"High risk of QTc prolongation due to the basic piperazine/lipophilic core, combined with early signals of hepatotoxicity at the high doses required for target engagement.",0.1,Targeting ATX in fibrotic lung tissue with a high-MW compound will likely fail to achieve sufficient local target occupancy without dose-limiting systemic toxicities and pleiotropic LPA depletion effects.,0.02,"Chronic administration of a high-dose, high-MW compound with severe DILI liabilities in a fragile respiratory population is a guaranteed clinical failure.",0.0003,TERMINATE,"Autotaxin (ATX) inhibition for respiratory indications, specifically pulmonary fibrosis, is a notorious clinical graveyard. Systemic depletion of lysophosphatidic acid (LPA) yields unpredictable pleiotropic effects and has historically failed late-stage trials due to severe risk-benefit imbalances. Furthermore, penetrating dense fibrotic lung tissue to maintain adequate target occupancy demands high systemic exposures. Given the structural complexity, high aromaticity, and basic centers of this NCE, achieving this exposure will require a high clinical dose. This guarantees a massive metabolic burden on the liver, creating an unacceptable DILI risk—a fatal flaw when inevitably co-administered with already hepatotoxic standard-of-care anti-fibrotics."
GSK-2983559,,RIPK2 inhibitor,Receptor-interacting serine/threonine-protein kinase 2 (RIPK2),Inflammatory disease (studied),Phase 1,,2019,"Non-clinical toxitity (preclinical studies, narrow safety thresholds/reduced safety margins",clinical_failure,Immunology,tox_safety,risk_benefit_unfavorable,Discontinued for safety/tox,CC(C)(C)S(=O)(=O)C1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)SC=N4)OCCOP(=O)(O)O,MJLYDVMFNHZMLV-UHFFFAOYSA-N,73386708,OK,2019.0,70,"The structure is a phosphate prodrug of a highly aromatic, rigid 4-anilinoquinazoline kinase inhibitor. The terminal phosphate is a glaring, brute-force solubility fix for an active payload that is essentially 'brick dust' (4 aromatic rings, low Fsp3, MW ~458). While the C6 tert-butylsulfonyl group is a metabolic rock and likely a selectivity vector for the RIPK2 back-pocket, the underlying physical chemistry of the active alcohol is fundamentally flawed. Relying on intestinal phosphatases to cleave the prodrug will likely result in rapid precipitation of the highly insoluble active moiety in the gut, leading to erratic, non-linear absorption. As Salah highlights, achieving the continuous trough coverage required for chronic immunology with this scaffold will necessitate high doses. Pushing high doses of a flat, lipophilic kinase inhibitor with 4 aromatic rings is a direct vector for idiosyncratic DILI and off-target kinome toxicity. Tox Summary: Not Clean.",High,"['4-anilinoquinazoline core (kinome promiscuity)', 'High aromatic ring count (DILI risk vector)']",0.6,"Phosphate prodrugs generally have acceptable acute safety, but erratic absorption and potential GI precipitation of the active payload pose significant exposure and tolerability risks.",0.3,"Biological redundancy in the NOD/TLR pathway severely threatens efficacy. Furthermore, maintaining sufficient trough levels with a poorly soluble active payload will be highly challenging.",0.1,"High doses of a lipophilic, flat kinase inhibitor in a chronic immunology setting carry an unacceptable risk of idiosyncratic DILI, capping Phase 3 probability.",0.018,CAUTION,"RIPK2 is an intriguing, genetically validated node downstream of NOD1/2, theoretically offering a more surgical immunosuppressive strike than pan-JAK or TNF inhibition. However, innate immune signaling is notoriously redundant; blocking the NOD pathway often leads to TLR-mediated bypass, severely blunting Phase 3 efficacy. Structurally, the presence of a terminal phosphate group screams 'solubility fix' or a gut-restricted prodrug strategy. If this is intended for systemic exposure, the active payload (post-phosphatase cleavage) is likely highly lipophilic and poorly soluble, necessitating a high clinical dose (>100mg) to maintain the continuous trough coverage required for chronic immunology. High dose plus a kinase inhibitor scaffold is a direct vector for idiosyncratic DILI and off-target kinome toxicity."
HT-2157,,GALR3 antagonist,Galanin receptor type 3 (GALR$_3$),Anxiety / mood disorders (studied),Phase 1/2,,2012,"Cell Toxicity, non-receptor-mediated toxicity",clinical_failure,CNS,tox_safety,non-cell-specific_toxicity,Discontinued for safety/tox,C1=CC=C(C=C1)N2C3=CC=CC=C3C(=NC4=CC=CC(=C4)C(F)(F)F)C2=O,TXCGMRVPXUBHAL-UHFFFAOYSA-N,1471834,OK,2012.0,100,"This molecule is a catastrophic failure of basic medicinal chemistry principles, perfectly aligning with the biological advisory's call to TERMINATE. Structurally, it is a 1-phenyl-3-iminoindolin-2-one derivative. It possesses an Fsp3 of exactly zero, making it a completely flat, multi-aromatic 'brick' with a cLogP well over 5.0 and a TPSA of ~30 Å². While this guarantees BBB penetration, it also guarantees massive non-specific lipid and protein binding, obliterating the free fraction and driving the required clinical dose to toxic levels. Chemically, the exocyclic 3-imine on the indolone core is a glaring liability. It is highly electrophilic, acting as a covalent sink for cellular thiols (glutathione), which will trigger severe idiosyncratic toxicity. Furthermore, this imine is highly susceptible to in vivo hydrolysis, which would release 3-(trifluoromethyl)aniline—a classic toxicophore notorious for causing methemoglobinemia and profound hepatotoxicity. Integrating Salah's advisory: the combination of a doomed neuropeptide GPCR target (GALR3), extreme lipophilicity, zero 3D character, and a chemically reactive, aniline-releasing warhead makes this an unmitigated disaster. The DILI risk is absolute. Tox Summary: Not Clean.",Low,"['3-iminoindolin-2-one (electrophilic/reactive Michael acceptor)', '3-(trifluoromethyl)aniline (hydrolytic metabolite, methemoglobinemia/hepatotoxicity risk)']",0.05,"The presence of a reactive electrophilic imine and the inevitable hydrolytic release of a toxic fluorinated aniline guarantee severe Phase 1 safety failures, primarily driven by hepatotoxicity and off-target covalent binding.",0.02,"As noted in the bio-advisory, GALR3 is a clinical graveyard. Even if the target were viable, the extreme lipophilicity and flatness ensure the free drug concentration in the CNS will be negligible, precluding meaningful target engagement.",0.01,"Zero chance of surviving chronic dosing. The cumulative burden of reactive metabolites, high required doses, and massive non-specific binding will inevitably trigger fatal DILI.",1e-05,TERMINATE,"GALR3 antagonism for CNS indications (such as depression or anxiety) is a classic clinical graveyard. Neuropeptide GPCR antagonists notoriously demonstrate miraculous efficacy in rodent behavioral models that completely fail to translate to complex human psychiatric pathophysiology—a painful lesson already learned from the catastrophic failures of NK1 and CRF1 antagonists. Furthermore, the highly lipophilic, flat, multi-aromatic structure of this NCE guarantees massive non-specific protein binding. To achieve the required free-drug concentration across the blood-brain barrier for adequate central receptor occupancy, the clinical dose will inevitably be pushed dangerously high. This high dose burden, combined with the extensive hepatic clearance required for such a lipophilic scaffold, creates an unacceptable DILI (Drug-Induced Liver Injury) risk for a fundamentally unvalidated human mechanism."
KRP-297,,Dual PPARa/y agonist,Peroxisome proliferator-activated receptors _ and _,Type 2 diabetes / metabolic disease,Phase 2,,2004,hemangiosarcoma,clinical_failure,Metabolic,tox_safety,tumorigenecity_toxicity,Discontinued for safety/tox,COC1=C(C=C(C=C1)CC2C(=O)NC(=O)S2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F,NFFXEUUOMTXWCX-UHFFFAOYSA-N,151183,OK,2004.0,95,"Physicochemically, this molecule presents a deceptively compliant profile (MW ~438, cLogP ~4.0, TPSA ~85 Å²). However, the structural architecture is fatally flawed by the inclusion of a thiazolidinedione (TZD) heterocycle. While the acidic TZD NH (pKa ~6.8) provides the critical hydrogen bond network for PPAR activation, this moiety is a notorious toxicophore associated with idiosyncratic hepatotoxicity (DILI) via reactive metabolite formation (ring opening/oxidation). Furthermore, the highly lipophilic trifluoromethylbenzyl tail drives non-specific binding, increasing the 'grease tax' and exacerbating off-target liabilities. Integrating the biological advisory: dual PPAR-alpha/gamma agonism is a clinical graveyard. The required systemic exposure for a chronic metabolic indication will inevitably trigger severe cardiovascular toxicity (MACE), intractable fluid retention, and myopathy. The therapeutic window is a mirage, and the 50-point penalty for historical target stigma is fully justified. Tox Summary: Not Clean.",Low,"Thiazolidinedione (TZD) ring (DILI/hepatotoxicity and reactive metabolite risk), Trifluoromethylbenzyl moiety (lipophilic driver of non-specific toxicity).",0.15,High risk of regulatory clinical hold or early termination due to the TZD structural alert and historical DILI/MACE liabilities associated with this specific pharmacophore.,0.4,"Target engagement and biomarker modulation (glucose/lipid lowering) are likely achievable given the classic TZD-acidic headgroup and lipophilic tail, assuming it survives Phase 1.",0.02,"Chronic dosing in a metabolic population with a dual PPARa/y TZD agonist is an insurmountable regulatory and safety hurdle. Severe fluid retention, weight gain, and CV tox will inevitably manifest in large-scale trials.",0.0012,TERMINATE,"Dual PPAR-alpha/gamma agonism is an absolute clinical graveyard. Historically, this mechanism is plagued by catastrophic late-stage failures due to severe cardiovascular toxicity (MACE), intractable fluid retention exacerbating heart failure, and idiosyncratic hepatotoxicity (DILI). The structural inclusion of a thiazolidinedione-like moiety guarantees intense regulatory scrutiny for liver tox and bladder cancer risk. In a chronic metabolic indication, the required systemic exposure will inevitably trigger the classic PPAR-gamma liabilities (weight gain, edema, bone fractures) while the alpha component adds myopathy and renal stress. The therapeutic window here is a mirage; this mechanism is fundamentally toxic and carries an insurmountable regulatory burden."
lidorestat,,Aldose reductase inhibitor,Aldose reductase,Diabetic complications (studied),Phase 1/2,,2003,Liver toxicity,clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1=CC=C2C(=C1)C(=CN2CC(=O)O)CC3=NC4=C(C(=CC(=C4S3)F)F)F,KYHVTMFADJNSGS-UHFFFAOYSA-N,157839,OK,2003.0,92,"This molecule is a textbook example of a physicochemical and biological trap. Structurally, it pairs a highly lipophilic, electron-deficient trifluorobenzothiazole with an indole-N-acetic acid. While the MW (<400) and TPSA (~80) appear deceptively benign, the extreme lipophilicity of the halogenated tail guarantees >99% plasma protein binding. This necessitates massive clinical doses to achieve free-drug target engagement. Metabolically, the fluorinated benzothiazole is bulletproof, forcing clearance through the carboxylic acid via acyl glucuronidation. As Salah correctly identifies, acyl glucuronides of highly lipophilic acids are notoriously reactive, prone to intramolecular rearrangement, covalent protein binding, and idiosyncratic DILI. Compounding this chemical liability is the biological advisory: inhibiting aldose reductase in cardiovascular indications paradoxically blocks the detoxification of lipid peroxidation-derived aldehydes (e.g., 4-HNE) during ischemic stress. A high-dose DILI trap paired with a fundamentally flawed mechanism of action. Tox Summary: Not Clean.",Medium,"['Indole-N-acetic acid (high risk of reactive acyl glucuronide formation)', 'Trifluorobenzothiazole (drives extreme lipophilicity and PPB)']",0.25,"High risk of idiosyncratic toxicity due to reactive acyl glucuronide formation and covalent protein binding, compounded by the high dose requirement.",0.1,"Extreme plasma protein binding will severely limit free fraction, while the biological premise (ARI in CV) is mechanistically flawed and potentially exacerbates ischemic injury.",0.02,"Chronic dosing of a high-burden, lipophilic carboxylic acid is a near-guaranteed DILI failure in a broad Phase 3 population.",0.0005,TERMINATE,"Aldose reductase inhibitors (ARIs) are a notorious clinical graveyard, particularly for cardiovascular indications. While intended to block the polyol pathway and prevent sorbitol accumulation in hyperglycemia, AR is also critical for detoxifying lipid peroxidation-derived aldehydes (e.g., 4-HNE) during ischemic stress. Inhibiting AR can paradoxically exacerbate myocardial ischemic injury. Furthermore, the presence of an acetic acid moiety coupled with a highly lipophilic, polyhalogenated aromatic system strongly predicts extensive plasma protein binding, necessitating high clinical doses to achieve free-drug target engagement. This high dose burden, combined with the inevitable acyl glucuronidation of the carboxylic acid, creates a massive liability for reactive metabolite formation, covalent protein binding, and idiosyncratic Drug-Induced Liver Injury (DILI). The biological premise is flawed for CV outcomes, and the chemotype is a classic DILI trap."
MK-0893,,Glucagon receptor (GCGR) antagonist,Glucagon receptor (GCGR),Type 2 diabetes,Phase 2,,2016,dose-dependent increases in liver enzymes (ALT) and LDL-cholesterol,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@@H](C1=CC=C(C=C1)C(=O)NCCC(=O)O)N2C(=CC(=N2)C3=CC(=CC(=C3)Cl)Cl)C4=CC5=C(C=C4)C=C(C=C5)OC,DNTVJEMGHBIUMW-IBGZPJMESA-N,11570626,OK,2016.0,92,"This molecule is a classic 'grease ball' with a solubility band-aid. The core is a highly lipophilic imidazole decorated with a 3,5-dichlorophenyl ring and a methoxynaphthyl system, pushing the MW to ~590 and the neutral cLogP well above 6. To salvage aqueous solubility, a beta-alanine (carboxylic acid) moiety has been appended. This creates a highly lipophilic acid, a chemotype notorious for high plasma protein binding (>99%), OATP-mediated hepatic uptake, and subsequent biliary clearance. As highlighted by the biological advisory, GCGR antagonism inherently drives hepatic steatosis. Forcing a massive, lipophilic molecule into a lipid-stressed liver is a catastrophic violation of the 'Rule of Two' for DILI risk (cLogP > 3 and high structural complexity). The extreme lipophilicity will necessitate high clinical doses to overcome protein binding, further exacerbating the hepatotoxic burden. Additionally, the methoxynaphthyl group presents a liability for CYP-mediated O-demethylation to potentially reactive naphthol species. Tox Summary: Not Clean.",Low,"Methoxynaphthyl (risk of O-demethylation to reactive naphthols/quinones), highly lipophilic acid chemotype (BSEP inhibition and mitochondrial toxicity risk)",0.3,"High risk of acute transaminase elevations due to the combination of extreme lipophilicity, hepatic concentration via OATP uptake, and inherent target-mediated liver stress.",0.2,"Efficacy will be severely blunted by >99% plasma protein binding, requiring massive doses to achieve the high target occupancy needed for metabolic indications.",0.01,"Chronic administration is entirely unfeasible. The compounding effects of on-target hyperglucagonemia, steatosis, and off-target lipophilic acid-mediated DILI guarantee failure in large-scale trials.",0.0006,TERMINATE,"GCGR antagonism is a notorious clinical graveyard. While blocking hepatic glucose production effectively lowers HbA1c, the on-target consequences are catastrophic: severe hepatic steatosis, elevated transaminases (ALT/AST), LDL cholesterol spikes, and compensatory hyperglucagonemia driving pancreatic alpha-cell hyperplasia. Furthermore, metabolic indications require high target occupancy, necessitating high clinical doses. Pushing a highly lipophilic, multi-aromatic molecule at high doses into a liver already suffering from on-target lipid accumulation is a guaranteed recipe for severe Drug-Induced Liver Injury (DILI). The therapeutic window for chronic administration is non-existent."
