compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Ibudilast,,PDE inhibitor,Phosphodiesterase-4 (PDE4) and TLR4,MS/ALS (various),Phase 2/3,,2018,Inefficacy (varies by program),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,ZJVFLBOZORBYFE-UHFFFAOYSA-N,3671,OK,2018.0,70,"The molecule is a remarkably low-molecular-weight (MW ~230) pyrazolo[1,5-a]pyridine derivative. Physicochemically, it is a highly efficient CNS penetrant with a cLogP ~2.8, TPSA ~35 Å², and zero hydrogen bond donors. However, from a medicinal chemistry perspective, this scaffold is dangerously featureless. The reliance on a flat bicyclic core decorated only with two aliphatic isopropyl groups and a single ketone provides minimal vectors for specific, directional hydrogen bonding. In the context of the highly conserved PDE catalytic domains, this lack of structural complexity guarantees poor isoform selectivity, directly exacerbating the severe biological liabilities highlighted by the advisory (emesis, nausea, cardiovascular off-targets). While the molecule avoids classical hERG and MBI alerts, its metabolic profile will be dominated by aliphatic oxidation of the isopropyl groups and potential ketone reduction. The high CNS exposure combined with promiscuous PDE inhibition creates a brutally narrow therapeutic index. Tox Summary: Clean structurally, but biologically compromised by promiscuity.",Medium,"None explicitly, but high risk of mechanism-based toxicity (emesis) due to lack of selectivity handles.",0.6,"Excellent physicochemical properties for CNS penetration and absence of hERG/MBI alerts support basic safety, but dose-limiting centrally-mediated nausea/emesis will likely cap the maximum tolerated dose early.",0.25,"Target engagement in the CNS is highly probable given the MPO profile, but achieving a statistically significant efficacy signal without triggering dose-limiting tolerability issues is historically improbable for non-selective PDE inhibitors.",0.1,"Chronic administration of a promiscuous CNS PDE inhibitor is a commercial and clinical minefield; the therapeutic window is simply too narrow to survive a large, diverse patient population.",0.015,CAUTION,"Targeting PDEs in the CNS is a historical minefield characterized by a brutally narrow therapeutic index. The primary biological hurdle is dose-limiting, centrally-mediated emesis and nausea, particularly driven by PDE4 inhibition in the area postrema. Even if this NCE targets other isoforms (e.g., PDE9 for Alzheimer's, PDE10 for schizophrenia), the class is plagued by a lack of robust clinical efficacy at tolerable doses. Furthermore, achieving strict isoform selectivity with a low-molecular-weight, relatively featureless scaffold is highly challenging, introducing risks of off-target cardiovascular (PDE3) or vascular (PDE5) liabilities. While the low MW ensures excellent blood-brain barrier penetrance, the biological mechanism carries high attrition risk due to the historical inability to separate CNS efficacy from severe tolerability issues."
Latrepirdine,Latrepirdine (Dimebon),Antihistamine/Neuroprotective,"Histamine H1, 5-HT6 receptors and mitochondrial permeability transition pore",Alzheimer disease,Phase 3,,2010,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C,JNODQFNWMXFMEV-UHFFFAOYSA-N,197033,OK,2010.0,89,"The molecule is a highly lipophilic, multi-basic tricyclic system (a tetrahydro-gamma-carboline derivative) linked to a substituted pyridine. While technically within standard CNS MPO limits (MW 319, cLogP ~4.0), its extremely low TPSA (~19 Å²) combined with a basic amine (pKa ~9) creates a highly promiscuous 'greaseball' chemotype. Structurally, this rigid, flat hydrophobic core with an embedded basic nitrogen is a privileged scaffold for off-target biogenic amine receptors (5-HT, dopamine, adrenergic) and perfectly aligns with the hERG pharmacophore, guaranteeing QTc liabilities. Furthermore, the basic lipophilic nature strongly drives lysosomal trapping and phospholipidosis. Clinically, as highlighted by the biological advisory, targeting 'neuroprotection' is a phenomenological graveyard. Coupling this with H1 antagonism is fundamentally contradictory, as the inherent sedation and cognitive blunting will actively worsen neurodegenerative clinical endpoints. Pushing the dose to achieve meaningful free-drug concentrations in the brain will inevitably trigger the structural liabilities (hERG, off-target CNS toxicity) long before any theoretical disease-modifying efficacy is realized. Tox Summary: Not Clean.",Low,"['Tetrahydro-gamma-carboline core (severe polypharmacology and hERG liability)', 'Highly lipophilic basic amine (lysosomotropism and phospholipidosis risk)']",0.4,"High risk of dose-limiting off-target CNS toxicity (sedation, cognitive blunting) and QTc prolongation due to the hERG pharmacophore, severely restricting the therapeutic window.",0.05,"'Neuroprotection' is an undefined, non-druggable mechanism. The contradictory antihistamine activity will mask any potential efficacy, leading to failure in demonstrating disease modification.",0.01,"Chronic administration of a highly lipophilic basic amine will unmask cumulative toxicities such as phospholipidosis, while the lack of robust efficacy ensures trial failure.",0.0002,TERMINATE,"The target profile of 'Antihistamine/Neuroprotective' for a CNS indication is a classic clinical graveyard. 'Neuroprotection' is a phenomenological observation, not a defined, druggable molecular mechanism; decades of trials relying on broad neuroprotective hypotheses (e.g., mitochondrial stabilization, weak excitotoxicity modulation) in neurodegenerative diseases have faced near-100% attrition. Furthermore, coupling this with antihistamine activity is biologically contradictory for most severe CNS indications: H1 antagonism drives sedation and cognitive blunting, which actively masks or worsens the clinical endpoints of neurodegenerative diseases. Structurally, the molecule is a highly lipophilic, multi-basic tricyclic system. This chemotype is notorious for dirty polypharmacology (hitting off-target 5-HT, dopamine, and adrenergic receptors), lysosomal trapping (phospholipidosis), and hERG-mediated QTc prolongation. To achieve sufficient free-drug concentrations in the brain for a weak 'neuroprotective' effect, the dose will inevitably be pushed, guaranteeing dose-limiting off-target CNS and cardiac toxicities before any disease-modifying efficacy is realized."
Minocycline,Minocycline (HD program),Tetracycline antibiotic,Bacterial 30S ribosome,Neurodegeneration (various),Phase 2/3,,2018,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,FFTVPQUHLQBXQZ-KVUCHLLUSA-N,54675783,OK,2018.0,95,"The molecule presents a highly oxygenated, polycyclic scaffold with a dense array of polar functional groups (hydroxyls, enols, ketones, primary amide), resulting in a TPSA massively exceeding the strict <90 Å² limit for CNS MPO. The HBD count also severely violates CNS guidelines. To achieve meaningful brain exposure for low-affinity off-target engagement (e.g., MMPs), massive systemic doses are required. Chemically, the scaffold is a potent chelator of divalent cations (Ca2+, Zn2+), leading to indiscriminate metalloenzyme interference and tissue deposition. The electron-rich aromatic ring bearing a dimethylamino group is a liability for oxidative metabolism, and the alpha-aminoketone stereocenter is highly prone to epimerization, yielding inactive or toxic degradants. Integrating the biological advisory: repurposing a broad-spectrum antibacterial for chronic CNS indications is a strategic dead end. The high doses required will guarantee dose-limiting vestibular toxicity, while chronic administration will obliterate the gut microbiome, driving systemic inflammation that paradoxically exacerbates CNS pathology. Tox Summary: Not Clean (Metal chelation, vestibular toxicity, microbiome ablation, oxidative liabilities).",Low,"['Metal-chelating beta-diketone/enol system', 'Electron-rich dimethylaniline moiety (oxidation risk)', 'Epimerizable alpha-aminoketone center']",0.3,High doses required to force this polar scaffold across the BBB will likely trigger acute vestibular toxicity and severe gastrointestinal intolerance.,0.1,Meaningful target engagement at low-affinity secondary sites in the brain is highly improbable without hitting dose-limiting systemic toxicity.,0.02,"Chronic administration of an antibacterial for a non-infectious CNS disease will destroy the microbiome, leading to systemic inflammation and inevitable trial failure.",0.0006,TERMINATE,"Attempting to repurpose a broad-spectrum bacterial translation inhibitor for chronic CNS indications based on weak, pleiotropic off-target effects (e.g., MMP inhibition, microglial modulation) is a biological dead end. To achieve meaningful target engagement at these low-affinity secondary sites in the brain, high systemic doses are required. The high lipophilicity necessary for blood-brain barrier penetration guarantees dose-limiting vestibular toxicity (vertigo, ataxia). Furthermore, chronic administration of an antibacterial agent for a non-infectious neurological disease will obliterate the patient's gut microbiome, paradoxically driving systemic inflammation and potentially worsening CNS pathology via the gut-brain axis. This mechanistic class has a catastrophic track record in Phase 3 neurodegeneration trials, where it has historically failed to show efficacy and, in some cases, accelerated clinical decline."
CERC-301,CERC-301 (MK-0657),NMDA NR2B antagonist,NMDA receptor GluN2B (NR2B) subunit,MDD,Phase 2,,2016,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CC=C(C=C1)COC(=O)N2CC[C@@H]([C@@H](C2)F)CNC3=NC=CC=N3,RECBFDWSXWAXHY-IAGOWNOFSA-N,11394238,OK,2016.0,65,"From a purely physicochemical standpoint, this molecule is a masterclass in CNS drug design. With a MW of 358, a cLogP around 3.0, and a TPSA of 67 Å², it sits perfectly within the CNS MPO Goldilocks zone. The designers have brilliantly bypassed the classic hERG and phospholipidosis liabilities that plague neuro-therapeutics by eliminating strong basic centers; the piperidine nitrogen is masked as a carbamate, and the aminopyrimidine is weakly basic (pKa ~3.5). The strategic placement of the fluorine atom likely locks the piperidine conformation via the gauche effect while blocking local oxidative metabolism. However, the molecule contains a fatal pharmacokinetic flaw: the p-methylbenzyl moiety. The para-methyl group is a glaring metabolic soft spot, highly susceptible to rapid CYP-mediated benzylic oxidation. Furthermore, the benzylic methylene of the carbamate linkage is vulnerable to oxidative cleavage, which would liberate the free piperidine, CO2, and p-tolualdehyde. This rapid clearance will necessitate higher dosing, inevitably driving the massive systemic Cmax spikes highlighted in the Biological Advisory. Given the razor-thin therapeutic index of NR2B antagonists, these Cmax spikes will trigger the dose-limiting psychotomimetic and dissociative toxicities that have historically turned this target class into a clinical graveyard. The elegant physicochemistry cannot rescue a fundamentally flawed biological mechanism exacerbated by a built-in metabolic liability. Tox Summary: Clean chemically, but biologically doomed.",Low,p-tolualdehyde (potential reactive metabolite from oxidative benzylic carbamate cleavage),0.75,"Excellent physicochemical properties and the deliberate absence of a basic amine eliminate hERG and phospholipidosis risks. Mild concern for aldehyde generation via carbamate cleavage, but generally safe for Phase 1 healthy volunteers.",0.2,"Rapid clearance driven by the p-methylbenzyl moiety will cause severe Cmax spikes. Combined with the notoriously narrow therapeutic index of NR2B antagonists, establishing durable efficacy without dose-limiting CNS tox is highly improbable.",0.08,"The historical stigma of the NR2B graveyard is insurmountable here. Chronic dosing will inevitably unmask severe psychotomimetic, sedative, and cognitive liabilities in a broader patient population.",0.012,CAUTION,"The NMDA NR2B subunit is a notorious clinical graveyard. While targeting the NR2B subunit is a rational attempt to bypass the severe psychotomimetic, neurotoxic, and dissociative liabilities of non-selective NMDA channel blockers, the clinical reality of this class is grim. Historically, NR2B-selective antagonists suffer from a razor-thin therapeutic index. Clinical attrition is exceptionally high because dose-limiting CNS toxicities (dizziness, sedation, mild dissociation, and cognitive blunting) frequently emerge before robust, durable efficacy can be established in Phase 2/3 trials for CNS indications like depression or pain. Furthermore, achieving adequate free-brain fraction without driving massive systemic Cmax spikes is a pharmacokinetic nightmare for this class. The biological hypothesis is validated by non-selective agents, but achieving a safe, selective clinical profile has historically proven nearly impossible."
RG3487,,nAChR agonist/PAM,_7_ nicotinic acetylcholine receptor,Schizophrenia cognition,Phase 2,,2014,Inefficacy/tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN2CCC1[C@@H](C2)NC(=O)C3=NNC4=CC=CC=C43.Cl,CMRLNEYJEPELSM-BTQNPOSSSA-N,10380472,OK,2014.0,65,"Physicochemically, this molecule is an elegant, highly efficient CNS penetrant. With a low molecular weight (<300 Da), optimal TPSA (~60 Å²), and a cLogP in the ideal 1.5-2.5 range, it perfectly hits CNS MPO criteria. The rigid azabicyclic core minimizes entropic penalties, likely driving excellent LipE, while the indazole moiety provides a metabolically robust aromatic system. The strongly basic amine (pKa > 9) is essential for mimicking the endogenous ligand but introduces a theoretical hERG liability; however, the low overall lipophilicity significantly mitigates this risk. Despite the pristine medicinal chemistry, the molecule is severely penalized (+45 points) due to the biological advisory. The nAChR agonist/PAM class is a notorious clinical graveyard. Rapid receptor desensitization acts as functional antagonism over time, and the inability to achieve absolute subtype selectivity guarantees dose-limiting peripheral cholinergic toxicities (GI distress, cardiovascular events). The flawless chemical design cannot rescue a fundamentally flawed biological mechanism. Tox Summary: Clean chemically, but biologically toxic due to mechanism-driven peripheral liabilities.",High,"Strong basic amine (drives peripheral cholinergic toxicity and theoretical hERG, though mitigated by low LogP)",0.45,"Chemical safety profile is excellent, but dose-limiting peripheral cholinergic toxicities (GI, cardiovascular) due to lack of absolute subtype selectivity will severely challenge Phase 1 tolerability.",0.1,"Near-certain attrition. The translational gap from rodent models to human efficacy is insurmountable due to rapid receptor desensitization, rendering chronic agonism functionally antagonistic.",0.05,"Chronic administration will exacerbate receptor desensitization and peripheral side effects, obliterating any therapeutic window for long-term cognitive enhancement.",0.00225,TERMINATE,"The nAChR agonist/PAM class for CNS indications (such as Alzheimer's disease or cognitive impairment in schizophrenia) is a notorious clinical graveyard. The fundamental biological flaw with this mechanism is receptor desensitization: chronic agonism of nicotinic receptors rapidly drives them into a desensitized state, paradoxically dampening cholinergic transmission and acting as a functional antagonist over time. While Positive Allosteric Modulators (PAMs) attempt to circumvent this, the translational gap from rodent novel-object-recognition models to human clinical efficacy has proven insurmountable, resulting in near-100% Phase 2 and Phase 3 attrition across the class. Furthermore, achieving absolute subtype selectivity (e.g., alpha-7 versus peripheral ganglionic subtypes) is notoriously difficult, leading to dose-limiting peripheral cholinergic toxicities (severe GI distress, cardiovascular liabilities) that obliterate the therapeutic window. This mechanism is biologically flawed for chronic cognitive enhancement."
Dexpramipexole,,Mitochondrial agent,Mitochondrial bioenergetics (mechanism complex; non-dopaminergic),ALS,Phase 3,,2013,Inefficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCCN[C@@H]1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-SSDOTTSWSA-N,59868,OK,2013.0,82,"Physicochemically, this scaffold is a highly efficient CNS penetrant (MW < 250, TPSA ~51 Å², cLogP ~2.0). However, its structural topology is a fatal liability for the intended target class. The molecule is a textbook monoamine mimic: a highly basic secondary aliphatic amine (pKa ~10) tethered via a rigid bicyclic spacer to a heteroaromatic 2-aminothiazole core. This pharmacophore guarantees massive off-target promiscuity across biogenic amine GPCRs, confounding any intended mitochondrial mechanism with severe psychiatric or motor side effects. Furthermore, integrating the biological advisory: targeting CNS mitochondria with a basic amine is a fool's errand. The protonated cation will be electrophoretically driven into the highly electronegative mitochondrial matrix. At the high systemic doses required for CNS disease modification, this organellar accumulation will paradoxically disrupt mitochondrial respiration. The combination of a graveyard target class, guaranteed GPCR promiscuity, and cationic mitochondrial toxicity renders this scaffold unviable for the stated indication. Tox Summary: Not Clean.",Medium,"2-aminothiazole (potential for idiosyncratic toxicity at high doses), basic secondary amine (mitochondrial accumulation/cationic amphiphilic drug liability)",0.35,Dose-limiting toxicities in healthy volunteers are highly probable due to off-target monoaminergic GPCR activation and acute mitochondrial accumulation.,0.1,"Mitochondrial CNS targets suffer from a profound translational disconnect. Efficacy in animal models will not translate to humans, especially when confounded by off-target pharmacology.",0.05,"Chronic dosing of a mitochondrial-accumulating cation will lead to cumulative organellar toxicity, ensuring failure in long-term safety trials.",0.00175,TERMINATE,"Targeting mitochondrial function for CNS indications (neuroprotection/neurodegeneration) is a notorious clinical graveyard. While mitochondrial dysfunction is a hallmark of CNS pathology, translating this into a disease-modifying therapeutic has universally failed in Phase 2/3 trials due to a profound disconnect between animal models and human efficacy. Furthermore, achieving therapeutically relevant concentrations within CNS mitochondria often requires high systemic doses. Because mitochondria are highly electronegative, basic amines (like the propylamino group on this scaffold) will heavily accumulate within the organelle driven by the membrane potential. At the high doses required for CNS efficacy, this risks paradoxical disruption of mitochondrial respiration. Additionally, the compact, basic, and lipophilic nature of this molecule strongly mimics monoamine neurotransmitters, carrying a severe risk of off-target GPCR (e.g., dopamine, serotonin) pharmacology, which would confound the safety profile."
Laquinimod,,Immunomodulator,Aryl hydrocarbon receptor (AhR),Multiple sclerosis,Phase 3,,2014,Lack of efficacy and cardiovascular safety concerns at higher doses.,clinical_failure,CNS,tox_safety,cardiotoxicity,Discontinued for efficacy,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,GKWPCEFFIHSJOE-UHFFFAOYSA-N,54677946,OK,2014.0,95,"This molecule is a masterclass in how NOT to design a chronic CNS drug. The C4-hydroxyl and C3-amide carbonyl form a tight 6-membered intramolecular hydrogen bond (IMHB). While this cleverly masks the sole hydrogen bond donor to force blood-brain barrier permeability, it comes at a catastrophic toxicological cost: it locks the scaffold into a rigid, planar, lipophilic conformation. With an abysmal Fsp3 (~0.14), this flat, halogenated quinolone core acts as a promiscuity engine, perfectly explaining the severe cardiovascular and pro-thrombotic liabilities flagged in the biological advisory. To achieve therapeutic CNS target engagement, this lipophilic brick demands high systemic exposure. Over the decades-long chronic dosing required for neurodegeneration, the hepatic burden of clearing this low-solubility, high-cLogP agent triggers a textbook Rule of Two violation, leading directly to idiosyncratic DILI. Metabolically, the N-ethyl-N-phenyl moiety is a sitting duck for CYP-mediated N-dealkylation, adding to the reactive metabolite burden. Applying the 35-point penalty for the historically doomed broad CNS immunomodulation premise, this scaffold is structurally and biologically bankrupt. Tox Summary: Not Clean.",Low,"['4-hydroxy-2-quinolone core (planar promiscuity engine and potential chelator)', 'N-ethyl-N-phenyl amide (CYP-mediated N-dealkylation liability)', 'Halogenated flat lipophilic surface (DILI and cardiovascular risk driver)']",0.1,"Severe off-target promiscuity driven by the flat, lipophilic core leads to high cardiovascular and pro-thrombotic risk, severely limiting the safe maximum tolerated dose in early human trials.",0.05,Broad immunomodulation rarely translates from murine EAE models to human CNS disease. The narrow therapeutic index prevents reaching efficacious doses without triggering dose-limiting toxicities.,0.01,"Chronic administration of a highly lipophilic, planar molecule with a significant hepatic clearance burden guarantees idiosyncratic DILI and long-term cardiovascular events in a larger patient population.",5e-05,CAUTION,"Targeting broad 'immunomodulation' for CNS disorders is a notorious clinical graveyard. While pleiotropic immunomodulators often show miraculous efficacy in murine EAE models, they routinely fail to translate to human neuroinflammatory or neurodegenerative diseases due to profound differences in immune redundancy and disease pathophysiology. To achieve therapeutic concentrations across the blood-brain barrier, highly lipophilic, halogenated molecules of this type require significant systemic exposure. Over the decades-long chronic dosing required for CNS indications, this heavy metabolic burden translates directly to idiosyncratic DILI risk. Furthermore, small-molecule immunomodulators with this structural motif historically carry severe off-target liabilities, including cardiovascular toxicity and pro-thrombotic events. Given the availability of highly targeted, validated therapies (e.g., S1P modulators, anti-CD20 mAbs) for neuroinflammation, the safety tolerance for a novel, broad-acting oral immunomodulator is exceptionally low."
Istradefylline,,A-2A$ antagonist,Adenosine A2A receptor,Parkinson disease,Phase 3,,2008,Inefficacy (initial),clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,IQVRBWUUXZMOPW-PKNBQFBNSA-N,5311037,OK,2008.0,28,"The molecule presents an exceptional CNS Multiparameter Optimization (MPO) profile. With a molecular weight under 400 Da, zero hydrogen bond donors, and a TPSA in the 70-80 Å² range, the uncharged 1,3-diethylxanthine core is perfectly tuned for passive blood-brain barrier permeability without relying on basic amines, thereby completely bypassing hERG liabilities. Lipophilic efficiency (LipE) is projected to be highly favorable. However, the structure contains two notable developability flags. First, the (E)-styryl linker is a classic liability for E/Z photoisomerization, complicating CMC, handling, and formulation. Second, the 3,4-dimethoxyphenyl moiety is highly susceptible to CYP-mediated O-demethylation (likely via CYP1A2/3A4), generating a catechol that can readily oxidize to an electrophilic ortho-quinone. While this introduces a theoretical risk for idiosyncratic toxicity or DILI, the high potency and resulting low clinical dose (as noted by the biological advisory) significantly buffer this risk. Tox Summary: Clean, but requires monitoring for catechol-driven covalent binding and strict CMC controls for photoinstability.",Medium,"3,4-dimethoxyphenyl (catechol/ortho-quinone precursor); styryl alkene (epoxidation and E/Z photoisomerization risk)",0.85,Absence of basic amines eliminates hERG risk. Low MW and neutral character predict excellent acute tolerability. Primary risks are formulation-based rather than acute systemic toxicity.,0.65,"Near-perfect CNS MPO guarantees robust target exposure in the striatum. A2A antagonism is a highly rational, symptomatic mechanism for motor disorders with clear, measurable PD readouts.",0.45,"Chronic safety is generally supported by the low dose requirement, though the potential for catechol-mediated idiosyncratic toxicity via ortho-quinone formation remains a long-term monitoring requirement in a large patient population.",0.248625,ELITE,"Adenosine A2A receptor antagonism is a highly rational, well-characterized mechanism for CNS motor disorders. A2A receptors are densely localized in the striatum and functionally oppose dopamine D2 receptors; blocking them reduces inhibitory tone in the indirect basal ganglia pathway. Unlike neurodegenerative graveyard targets (e.g., BACE1) that attempt to alter fundamentally broken disease trajectories, this is a symptomatic mechanism with clear, measurable pharmacodynamic readouts. The molecule is a low-MW (<400 Da), uncharged, lipophilic xanthine-like derivative perfectly profiled for blood-brain barrier penetration. The predicted clinical dose is low-to-moderate, minimizing hepatic burden and DILI risk. On-target liabilities are restricted to predictable CNS overstimulation (insomnia, mild dyskinesia exacerbation), which are acceptable tradeoffs in severe neurological indications. This is classic, highly feasible GPCR pharmacology."
Clazosentan,,Endothelin A antagonist,Endothelin A (ET-A) receptor,SAH vasospasm,Phase 3,,2019,Inefficacy/risk - benefit,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC(=NC=C3)C4=NNN=N4)OCCO)OC5=CC=CC=C5OC,LFWCJABOXHSRGC-UHFFFAOYSA-N,6433095,OK,2019.0,96,"This molecule represents a catastrophic mismatch between physicochemical properties and its intended CNS indication. With a molecular weight of ~593 Da, a TPSA exceeding 180 Å², and the presence of a highly acidic tetrazole (pKa ~4.5), the compound will be >99% ionized at physiological pH. It is a physicochemical 'Brick' that completely violates CNS MPO guidelines and has zero probability of passive blood-brain barrier (BBB) penetration. While Endothelin A (ETA) antagonists typically require larger, complex scaffolds to occupy deep GPCR transmembrane pockets, deploying such a highly polar, anionic chemotype for a CNS target is a fundamental design flaw. As highlighted by the biological advisory, the inability to cross the BBB means that achieving therapeutic concentrations in the cerebral vasculature relies on pathological BBB breakdown or necessitates massive systemic dosing. This forced systemic exposure will inevitably trigger the severe, dose-limiting class toxicities of ETA antagonists, including profound hypotension, pulmonary edema, and hepatotoxicity (DILI). Metabolically, the molecule is burdened with multiple liabilities: the primary alcohol of the 2-hydroxyethoxy group is primed for oxidation to a reactive aldehyde or carboxylic acid, while the methoxyphenoxy moiety is susceptible to O-demethylation. The combination of an impenetrable BBB profile, high systemic toxicity risk, and historical target stigma makes this a clinical graveyard candidate. Tox Summary: Not Clean.",Low,"['Tetrazole (anionic charge preventing BBB permeation)', '2-hydroxyethoxy group (oxidation to reactive aldehyde/acid)', 'Sulfonamide (idiosyncratic hypersensitivity risk)']",15.0,"High systemic doses required to force any CNS exposure will likely trigger acute hemodynamic instability (hypotension) and potential hepatotoxicity, severely limiting the therapeutic window.",5.0,"Zero passive BBB penetration guarantees failure to engage parenchymal targets. Even if targeting luminal cerebral vasculature, historical precedents show a fatal disconnect between angiographic reversal and functional clinical outcomes.",1.0,"Chronic administration of high-dose ETA antagonists is plagued by fluid retention, pulmonary edema, and DILI. The systemic burden required for this CNS indication makes Phase 3 survival virtually impossible.",0.0075,CAUTION,"While Endothelin A (ETA) antagonism is a deeply validated mechanism for pulmonary arterial hypertension, deploying it for CNS indications (historically targeting cerebral vasospasm post-subarachnoid hemorrhage or stroke) is a notorious clinical graveyard. This target-indication pair suffers from a classic, fatal disconnect: ETA antagonists successfully reverse angiographic vasospasm but consistently fail to improve functional clinical outcomes. This is driven by dose-limiting systemic toxicities, primarily profound hypotension, pulmonary edema, and fluid retention. Furthermore, the structural inclusion of a highly acidic tetrazole and a sulfonamide guarantees poor blood-brain barrier (BBB) penetration. This restricts the molecule's reach to the luminal side of the cerebral vasculature or relies on pathological BBB breakdown. The systemic exposure required to achieve therapeutic concentrations in the cerebral bed will inevitably trigger the class-wide hemodynamic and hepatic liabilities that have doomed its predecessors in Phase 3."
Roxadustat,,HIF-PH inhibitor,HIF prolyl-hydroxylase,Anemia,Phase 3,,2021,Risk-benefit debates (region-dependent) - FDA idenditifed major cardiovascular tox,clinical_failure,Hematology,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,YOZBGTLTNGAVFU-UHFFFAOYSA-N,11256664,OK,2021.0,75,"Physicochemically, this scaffold is deceptively elegant. With a MW of 352, cLogP ~2.8, and a TPSA of 109 Å², it sits perfectly in the oral non-CNS space. The carboxylic acid is a smart functional handle to restrict BBB penetration and drive renal distribution. However, the structural engine is a 4-hydroxyisoquinoline-3-carboxamide—a blunt-force Fe(II) chelator designed to mimic 2-oxoglutarate. This bidentate/tridentate warhead is notoriously promiscuous, carrying a high risk of off-target cross-reactivity with the broader 2-OG-dependent dioxygenase superfamily (e.g., JmjC demethylases, TET enzymes), threatening long-term epigenetic toxicity. Compounding this structural liability is a fatal biological premise: chronic stabilization of the HIF master transcription factor. Driving massive pleiotropic cascades (VEGF, angiogenesis) in a cardiovascularly compromised population guarantees a razor-thin therapeutic window and severe MACE/thromboembolic risks. The molecule is a well-designed key for a door that should not be left wide open. Tox Summary: Not Clean (Severe on-target MACE liability, off-target metalloenzyme promiscuity).",Medium,"['4-hydroxyisoquinoline-3-carboxamide (promiscuous Fe(II) chelator / 2-OG mimetic)', 'Carboxylic acid (acyl glucuronidation risk)']",0.75,"Short-term exposure in healthy volunteers is likely tolerable. The excellent physicochemical properties suggest straightforward formulation, predictable PK, and an absence of acute off-target ion channel liabilities.",0.55,"The molecule will undoubtedly achieve target engagement and stimulate erythropoiesis. However, dose-titration will be highly challenging due to the razor-thin therapeutic window between efficacy and excessive hematocrit elevation.",0.15,"Chronic dosing in a large, cardiovascularly compromised Phase 3 population will unmask the severe pleiotropic liabilities of HIF stabilization. The accumulation of MACE, thromboembolic events, and potential off-target epigenetic toxicities will likely derail broad approval or result in severe black-box restrictions.",0.061875,CAUTION,"HIF-PH inhibition is a biologically validated mechanism for stimulating endogenous erythropoietin production in hematology (specifically anemia of chronic kidney disease). However, the target biology carries massive pleiotropic liability. HIF is a master transcription factor that regulates hundreds of genes beyond erythropoiesis, including VEGF and pathways driving angiogenesis, metabolic reprogramming, and pulmonary hypertension. Chronic stabilization of HIF in a large, cardiovascularly compromised population introduces severe on-target risks, most notably Major Adverse Cardiovascular Events (MACE) and thromboembolism. The FDA has historically heavily scrutinized or outright rejected members of this class due to these safety signals. Furthermore, the structural reliance on a glycine-amide motif for active-site iron chelation introduces potential off-target metalloenzyme liabilities. While the mechanism works to raise hemoglobin, the therapeutic window between efficacy and cardiovascular toxicity is razor-thin."
