compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Phenacetin,,Analgesic,Cyclooxygenase (COX) enzymes (converted to Paracetamol),Pain,Approved,1953,1983,Nephrotoxicity/carcinogenicity,market_withdrawal,Pain,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CCOC1=CC=C(C=C1)NC(=O)C,CPJSUEIXXCENMM-UHFFFAOYSA-N,4754,OK,1953.0,92,"Physicochemically, this molecule presents as an ideal, highly soluble fragment (MW < 200, cLogP < 2.0, TPSA ~38 Å²). However, medicinal chemistry is not just about static properties; it requires rigorous 'Mental Metabolism'. As highlighted by the biological advisory, the p-alkoxyacetanilide scaffold is a metabolic time bomb, especially for a high-dose pain indication. The molecule is highly susceptible to two fatal pathways: 1) Deacetylation to the free p-alkoxyaniline, a classic trigger for methemoglobinemia. 2) O-dealkylation followed by CYP450-mediated N-hydroxylation, generating a highly electrophilic quinone imine intermediate. At the massive doses required for general analgesia, this reactive species will rapidly overwhelm hepatic and renal glutathione stores, leading to irreversible covalent binding, severe hepatotoxicity, and analgesic nephropathy. The pristine physicochemical profile is entirely negated by this guaranteed bioactivation. Tox Summary: Not Clean.",Low,"['Acetanilide (quinone imine precursor via N-hydroxylation)', 'Aniline derivative (methemoglobinemia trigger via deacetylation)']",0.1,"High-dose requirement combined with inevitable generation of reactive electrophiles (quinone imines) and free anilines guarantees severe dose-limiting toxicities (DILI, methemoglobinemia) in early human trials.",0.4,"Excellent physicochemical properties ensure rapid absorption and CNS penetration, likely achieving target engagement and proof-of-concept efficacy, assuming patients can tolerate the required exposure.",0.01,Zero viability for chronic or broad-population use. The cumulative burden of glutathione depletion and renal toxicity (analgesic nephropathy) makes this unapprovable for a benign pain indication.,0.0004,TERMINATE,"While the general analgesic mechanism is clinically validated, this specific chemotype (an acetanilide/aniline derivative) is a metabolic nightmare for a high-dose indication. Analgesics of this class typically require massive clinical doses (often >500 mg/day) to achieve efficacy. At these high doses, the liver's primary metabolic pathways are easily saturated, shunting the molecule toward CYP450-mediated N-hydroxylation. This generates highly reactive, electrophilic intermediates (such as quinone imines) that rapidly deplete hepatic and renal glutathione. The inevitable clinical result is severe, dose-dependent hepatotoxicity, irreversible nephrotoxicity (analgesic nephropathy), and methemoglobinemia. For a non-life-threatening indication like general pain, where the safety bar is absolute, this high-dose/high-toxicity profile is completely unjustifiable."
Bepridil,,Calcium channel blocker,L-type Ca2+ channels and Voltage-gated Na+ channels,Angina,Approved,1990,2004,Torsades/QT prolongation,market_withdrawal,Cardiovascular,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,UIEATEWHFDRYRU-UHFFFAOYSA-N,2351,OK,1990.0,82,"The molecule is a highly lipophilic (cLogP > 4.5), basic tertiary amine with an exceptionally low polar surface area (TPSA ~16 Å²). While the target is a calcium channel—meaning some structural overlap with the hERG pharmacophore is mechanistically expected—this scaffold completely lacks selectivity handles. The absence of polar groups to disrupt hERG binding, combined with excessive flexibility (~9 rotatable bonds) and lipophilic bulk (isobutyl, benzyl, phenyl), creates a textbook pro-arrhythmic liability. For a chronic cardiovascular indication, this off-target hERG activity is a fatal flaw, as highlighted by the biological advisory (+15 penalty). Furthermore, the reliance on 'grease' for affinity guarantees poor Lipophilic Efficiency (LipE) and unwanted CNS penetration. Metabolically, the N-benzyl-N-phenyl moiety is highly susceptible to CYP-mediated N-debenzylation, releasing a secondary aniline that carries its own bioactivation risks, while the pyrrolidine ring is vulnerable to alpha-oxidation. Tox Summary: Not Clean (Severe hERG liability, high lipophilicity, aniline release risk).",Low,"['hERG pharmacophore (basic pyrrolidine linked to flexible lipophilic clusters without polar mitigation)', 'N-benzyl-N-phenyl amine (high N-debenzylation risk yielding potentially reactive secondary anilines)']",0.15,"Severe hERG liability and high lipophilicity cap Phase 1 probability. The lack of polar selectivity handles makes QT prolongation highly likely, triggering a Hard Kill for systemic administration.",0.35,"Target engagement is probable given the lipophilic ion-channel-binding nature, but high clearance via N-debenzylation and a massive volume of distribution will severely complicate dosing and PK/PD correlations.",0.05,Chronic cardiovascular trials cannot tolerate inherent pro-arrhythmic (Torsades de Pointes) risks. The unmitigated hERG liability is an absolute barrier to chronic approval.,0.002625,CAUTION,"The Calcium Channel Blocker (CCB) mechanism is a cornerstone of cardiovascular pharmacology with a deeply validated track record. Mechanistically, this is an ELITE-eligible target with well-understood signaling pathways and manageable on-target hemodynamics. However, clinical pharmacology is not just about the primary target; it is about off-target biological promiscuity. The structural motif provided—a highly lipophilic backbone featuring basic amines and flexible aromatic rings—is a textbook pharmacophore for hERG potassium channel blockade. In chronic cardiovascular indications, off-target hERG activity is a fatal flaw that translates directly to QT prolongation and Torsades de Pointes. You are developing a cardiovascular drug that carries an inherent pro-arrhythmic liability. The primary biology is sound, but the off-target biological risk of this specific chemotype forces a CAUTION."
Chlormezanone,,Muscle relaxant,Specific molecular target poorly defined; produces GABAergic-like sedation,Spasm,Approved,1958,1996,SJS/TEN,market_withdrawal,CNS,tox_safety,idiosyncratic_immunotoxicity,Withdrawn / restricted for safety,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,WEQAYVWKMWHEJO-UHFFFAOYSA-N,2717,OK,1958.0,75,"Physicochemically, this molecule presents an excellent CNS profile (MW < 300, cLogP ~2.0, TPSA ~72 Å², HBD=0), ensuring rapid blood-brain barrier penetration. Furthermore, the absence of a basic amine eliminates standard hERG liabilities. However, this structural elegance is entirely undermined by a severe, intrinsic chemical liability within the 1,2-thiazinan-6-one 1,1-dioxide core. This heterocycle is a cyclic alpha-amido sulfone. In synthetic chemistry, alpha-amido sulfones are notoriously utilized as masked N-acyl iminium ions. In vivo, either through direct chemical instability, base-catalyzed elimination, or CYP-mediated C3-hydroxylation, this core is primed for ring-opening elimination of the sulfinate moiety. This collapse generates a highly reactive, unselective N-acyl iminium electrophile that will rapidly deplete glutathione and alkylate hepatic proteins. Integrating the biological advisory: because this 'phenotypic' muscle relaxant requires high daily doses (>100mg) to force generalized CNS depression, the liver will be subjected to a massive flux of these N-acyl iminium species. This perfectly explains the absolute certainty of idiosyncratic DILI and SCARs. The molecule is a chemical time bomb masquerading as a simple CNS drug. Tox Summary: Not Clean (Severe DILI risk via N-acyl iminium reactive intermediates).",Low,"Cyclic alpha-amido sulfone (1,2-thiazinan-6-one 1,1-dioxide core) - acts as a masked N-acyl iminium ion",0.4,"The lack of hERG liability allows for initial dosing, but early signs of hepatic stress (transaminase elevations) driven by reactive N-acyl iminium metabolites will likely cap the maximum tolerated dose.",0.25,Phenotypic efficacy relies on generalized CNS depression. The therapeutic window between acceptable muscle relaxation and intolerable somnolence is virtually non-existent.,0.05,"High daily dose requirements combined with the generation of reactive electrophiles guarantees an unacceptable incidence of idiosyncratic DILI or SCARs in a broader, chronic patient population.",0.005,CAUTION,"The designation of 'muscle relaxant' is a phenotypic mirage, not a defined molecular target. Centrally acting muscle relaxants historically rely on generalized CNS depression rather than precise, selective target engagement (such as specific GABA-B or alpha-2 adrenergic modulation). This lack of mechanistic precision guarantees a razor-thin therapeutic index where efficacy is inextricably linked to dose-limiting sedation, somnolence, and cognitive impairment. Furthermore, achieving sufficient CNS receptor occupancy for phenotypic muscle relaxation typically requires high daily doses (often >100mg). High dose burden combined with a non-life-threatening indication means the safety threshold is absolute; any idiosyncratic toxicity—particularly DILI or severe cutaneous adverse reactions (SCARs) driven by high hepatic exposure to the sulfonamide/thiazine-like core—will result in immediate clinical termination. The biological uncertainty is high due to the lack of a defined molecular mechanism."
Suprofen,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1985,1987,Renal toxicity (anuria),market_withdrawal,Pain,tox_safety,renal_toxicity,Withdrawn / restricted for safety,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,MDKGKXOCJGEUJW-UHFFFAOYSA-N,5359,OK,1985.0,85,"The molecule is an aryl propionic acid derivative, a classic pharmacophore for COX inhibition. Physicochemically, it is highly efficient (MW 260, cLogP ~2.8, TPSA 54 Å²), ensuring excellent oral bioavailability and target engagement. However, the structural design includes a fatal flaw: an unsubstituted thiophene ring. As highlighted by the biological advisory, thiophenes are highly susceptible to CYP450-mediated bioactivation, forming reactive epoxides or sulfoxides that covalently adduct to hepatic and renal proteins. When combined with the high daily doses required for NSAID efficacy, this creates an unacceptable risk of idiosyncratic drug-induced liver injury (DILI) and acute renal failure. Furthermore, the carboxylic acid moiety is prone to forming reactive acyl glucuronides, compounding the immune-mediated toxicity risk. In a crowded pain market with zero tolerance for idiosyncratic organ toxicity, these liabilities render the scaffold unviable. Tox Summary: Not Clean.",Medium,"Thiophene (CYP-mediated bioactivation to reactive epoxide/sulfoxide), Carboxylic acid (reactive acyl glucuronide formation)",0.45,High risk of idiosyncratic toxicity due to thiophene bioactivation and acyl glucuronide formation at the high doses required for analgesia.,0.6,Excellent physicochemical properties and a validated profen pharmacophore strongly predict successful COX target engagement and acute efficacy.,0.05,"Idiosyncratic hepatotoxicity and nephrotoxicity driven by reactive metabolites will inevitably manifest in a large Phase 3 population, leading to trial failure or severe regulatory restriction.",0.0135,CAUTION,"The target biology is undeniably validated; COX inhibition will suppress pain. However, clinical pharmacology is about the therapeutic index, not just efficacy. NSAIDs demand high systemic exposures and target occupancy to maintain analgesia, routinely requiring doses well over 100mg. When you push a high-dose xenobiotic containing a thiophene ring through the liver and kidneys, you are begging for CYP-mediated bioactivation into reactive epoxides or sulfoxides. This creates an unacceptable risk of idiosyncratic hepatotoxicity (DILI) and acute renal injury. In oncology, we might tolerate this. For general pain, where the market is flooded with cheap generics, the regulatory tolerance for idiosyncratic organ toxicity is absolute zero. The inherent on-target GI (ulceration) and cardiovascular (thrombosis) liabilities of the NSAID class only compound the clinical attrition risk."
Zomepirac,,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1980,1983,Anaphylaxis/severe hypersensitivity,market_withdrawal,Pain,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,ZXVNMYWKKDOREA-UHFFFAOYSA-N,5733,OK,1980.0,75,"Physicochemically, this molecule is deceptively attractive: MW < 300, cLogP ~3.0, and TPSA ~59 Å² place it squarely in the Goldilocks zone for oral absorption and LipE. However, the structural liabilities are severe. The primary fatal flaw is the unhindered heteroarylacetic acid moiety. Lacking alpha-substitution, this group is a prime substrate for UGT-mediated phase II metabolism, forming a highly reactive acyl glucuronide. The lack of steric shielding allows rapid intramolecular acyl migration, leading to covalent adduction with plasma and hepatic proteins via transesterification or Schiff base formation. This haptenization is a classic trigger for severe idiosyncratic immune toxicities, including anaphylaxis and DILI. Furthermore, the central pyrrole ring, while partially deactivated by the p-chlorobenzoyl group, remains an electron-rich heterocycle susceptible to oxidative bioactivation. Integrating the biological advisory: the NSAID class already suffers from a razor-thin safety margin due to on-target GI, renal, and cardiovascular toxicities. Introducing a molecule with a high intrinsic risk of idiosyncratic immune toxicity into a space that requires massive, pristine safety outcome trials is commercial and clinical suicide. Tox Summary: Not Clean.",Medium,"Unhindered heteroarylacetic acid (reactive acyl glucuronide risk), Pyrrole core (oxidative bioactivation)",0.7,"Short-duration exposure in healthy volunteers will likely mask the idiosyncratic immune toxicity, though reactive metabolite screening may raise red flags regarding the acyl glucuronide.",0.85,Target engagement and efficacy for pain are virtually guaranteed given the deeply validated COX inhibition mechanism.,0.05,"A massive Phase 3 trial will inevitably expose the idiosyncratic toxicity (anaphylaxis/DILI) driven by protein haptenization, compounding the already brutal on-target NSAID safety liabilities.",0.02975,CAUTION,"The biological mechanism (prostaglandin synthesis inhibition via COX) is deeply validated with zero ambiguity regarding efficacy for pain. However, this is a double-edged sword: the mechanism carries unavoidable, on-target toxicities including gastrointestinal ulceration, renal impairment, and cardiovascular thrombotic risk. The presence of the carboxylic acid moiety in this scaffold guarantees local GI irritation via ion trapping in the gastric mucosa, compounding the systemic mechanism-based GI toxicity. While efficacy is virtually assured, the clinical safety window is narrow, particularly for chronic pain indications. Developing a novel chemical entity in this class requires navigating a brutal regulatory landscape where the FDA demands massive, expensive safety outcome trials to prove non-inferiority to cheap, established generics."
Fenfluramine,Fenfluramine (Pondimin),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1973,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-UHFFFAOYSA-N,3337,OK,1973.0,85,"The molecule is a low-molecular-weight, highly lipophilic secondary amine (MW ~231, cLogP ~3.2, TPSA 12 Å²) built on a classic phenethylamine-like scaffold. It possesses near-ideal physicochemical properties for rapid and extensive blood-brain barrier penetration. However, the structural design features a fatal metabolic trap. The alpha-methyl group sterically shields the amine from monoamine oxidase (MAO) degradation, and the strongly electron-withdrawing meta-trifluoromethyl group deactivates the aromatic ring against CYP450-mediated oxidation. Consequently, the primary metabolic clearance pathway is forced toward rapid N-deethylation. This generates a long-lived, highly active primary amine metabolite. As the biological advisory strictly warns, this target class is plagued by 5-HT2B-mediated cardiac valvulopathy and pulmonary arterial hypertension (PAH). The primary amine metabolites of such scaffolds are notorious for being potent, direct 5-HT2B agonists. By designing a molecule that resists overall systemic clearance but readily sheds its N-alkyl group, the structure practically guarantees chronic exposure to the exact toxicophore responsible for the class's catastrophic cardiovascular liabilities. The 45-point biological penalty is fully justified by the structural metabolism. Tox Summary: Not Clean (High risk of 5-HT2B-mediated valvulopathy via active primary amine metabolite).",Medium,"N-ethyl secondary amine (rapidly metabolizes to a toxic primary amine 5-HT2B agonist), meta-trifluoromethylphenyl (drives high lipophilicity and prolonged tissue half-life)",0.45,"Acute safety may be tolerable in short-term Phase 1 dosing, but cardiovascular monitoring (echocardiography) and sympathomimetic side effects will heavily restrict the therapeutic window.",0.7,"Excellent CNS penetration and target engagement. The scaffold is highly effective at triggering monoamine release, ensuring strong, undeniable pharmacodynamic efficacy for CNS indications.",0.05,Catastrophic failure expected in chronic dosing. The biological advisory's warning of fatal pulmonary arterial hypertension and fibrotic cardiac valvulopathy is structurally unavoidable due to the primary amine metabolite.,0.01575,TERMINATE,"The target class of 5-HT (serotonin) releasing agents is a notorious clinical graveyard for broad CNS indications. While the mechanism is highly effective at modulating CNS circuitry (e.g., appetite suppression, mood elevation), it carries a catastrophic and well-documented safety liability: the induction of fatal pulmonary arterial hypertension (PAH) and fibrotic cardiac valvulopathy. This toxicity is driven by massive peripheral serotonin release and subsequent activation of 5-HT2B receptors on cardiac and pulmonary tissue. Unless this NCE is strictly gated to an ultra-low dose for a severe, life-threatening orphan indication (such as refractory pediatric epilepsy) where the risk-benefit paradigm is drastically altered, chronic systemic exposure to a 5-HT releaser is biologically indefensible. The therapeutic window for standard CNS indications is virtually non-existent."
Dexfenfluramine,Dexfenfluramine (Redux),5-HT releasing agent,VMAT2 and 5-HT2B receptor,Obesity,Approved,1996,1997,Cardiac valvulopathy / pulmonary HTN,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F,DBGIVFWFUFKIQN-VIFPVBQESA-N,66265,OK,1996.0,85,"Physicochemically, this NCE is a highly efficient CNS penetrant (MW 231, TPSA 12 Å², cLogP ~3.2) that will effortlessly cross the blood-brain barrier. However, structurally, it is a classic substituted alpha-methyl phenethylamine. The alpha-methyl group is a deliberate MedChem design choice to sterically occlude MAO-mediated oxidative deamination, ensuring a prolonged systemic half-life. The N-ethyl group will undergo rapid CYP-mediated N-dealkylation to yield a primary amine, which is typically a more potent monoamine releaser and 5-HT2B agonist. The meta-trifluoromethyl group drives lipophilicity and brain exposure while blocking local aromatic oxidation. Integrating the biological advisory: the very structural features that make this a potent, long-lasting CNS drug (MAO evasion, high BBB permeability) directly fuel the catastrophic peripheral liabilities. Chronic systemic exposure to a 5-HT releasing agent inevitably drives 5-HT2B-mediated fibroblast proliferation on heart valves (valvulopathy) and pulmonary arterial hypertension (PAH). Furthermore, the scaffold carries inherent abuse liability and serotonergic neurotoxicity risks. Unless restricted to a severe, refractory orphan indication with mandatory echocardiogram monitoring, this structural class is unviable for chronic therapy. Tox Summary: Not Clean.",Medium,"['Alpha-methyl phenethylamine scaffold (abuse liability, neurotoxicity, 5-HT2B agonism driver)', 'N-ethyl amine (undergoes N-dealkylation to active/toxic primary amine)']",0.4,"Acute sympathomimetic effects, cardiovascular spikes, and abuse liability signals will heavily complicate early safety profiling, though single doses may be tolerated.",0.5,"The molecule will undoubtedly cross the BBB and engage the target (5-HT release), likely showing acute pharmacodynamic efficacy in CNS models.",0.01,Chronic administration is a guaranteed failure for broad CNS indications due to cumulative 5-HT2B-driven cardiac valvulopathy and pulmonary arterial hypertension.,0.002,TERMINATE,"The 5-HT releasing agent class is a notorious clinical graveyard for broad CNS indications. Chronic systemic elevation of serotonin inevitably leads to peripheral 5-HT2B receptor activation, driving catastrophic cardiac valvulopathy (fibroblast proliferation on heart valves) and pulmonary arterial hypertension (PAH). This mechanism is fundamentally toxic for chronic use. Furthermore, the amphetamine-like phenethylamine scaffold carries inherent risks of abuse liability and potential serotonergic neurotoxicity. Unless this NCE is strictly quarantined to a severe, refractory orphan indication (e.g., catastrophic developmental epilepsies) where life-threatening cardiovascular risks are an acceptable tradeoff under strict REMS echocardiogram monitoring, this mechanism is dead on arrival for general CNS use."
Nefazodone,Nefazodone (Serzone),SARI,5-HT2A receptor antagonist and SERT inhibition,Depression,Approved,1994,2003,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,VRBKIVRKKCLPHA-UHFFFAOYSA-N,4449,OK,1994.0,92,"This molecule is a textbook example of how excessive lipophilicity and poor structural choices doom CNS candidates. With a MW of ~470 and cLogP ~4.5, it relies heavily on 'grease' for affinity, driving up non-specific binding and necessitating high clinical doses to achieve adequate free brain exposure for SERT occupancy. This high-dose requirement triggers a cascade of severe liabilities. First, the basic piperazine linked via a flexible propyl chain to a bulky, lipophilic core (triazolone/phenoxyethyl) perfectly matches the hERG pharmacophore, presenting a severe QT prolongation risk at the required Cmax. Second, the aryl-piperazine motif is highly susceptible to CYP-mediated N-dealkylation, which will release a substituted phenylpiperazine active metabolite. This metabolite is likely a promiscuous serotonergic agonist, directly antagonizing the intended anxiolytic SARI profile and causing paradoxical adverse events. Finally, the combination of high lipophilicity, high daily dose, and extensive hepatic metabolism places this scaffold at extreme risk for idiosyncratic Drug-Induced Liver Injury (DILI), violating the Rule of Two for hepatotoxicity. The biological advisory's 20-point penalty for target stigma and DILI risk is fully justified and integrated. Tox Summary: Not Clean (High DILI risk, hERG liability, active/toxic metabolites).",Low,"['Aryl-piperazine (N-dealkylation to active/toxic phenylpiperazine metabolite)', 'Basic amine + propyl spacer + lipophilic core (hERG pharmacophore)']",0.15,Severe hERG liability and high potential for hepatotoxicity at the doses required for target engagement. Capped below 20% due to Hard Kill structural alerts.,0.3,"While the parent molecule may engage SERT and 5-HT2A, the inevitable generation of active phenylpiperazine metabolites will confound the clinical efficacy and likely cause paradoxical anxiety.",0.02,"Chronic administration of a high-dose, highly lipophilic nitrogenous compound with this structural profile carries an unacceptable risk of idiosyncratic DILI and cardiovascular events. Capped below 5%.",0.0009,CAUTION,"The SARI (Serotonin Antagonist and Reuptake Inhibitor) mechanism is deeply validated for CNS disorders, leveraging 5-HT2A antagonism to mitigate the initial anxiogenic effects of SERT inhibition. However, this target class carries significant clinical and biological baggage. First, CNS indications suffer from notoriously high Phase 3 attrition due to subjective endpoints and massive placebo responses. Second, achieving sufficient SERT occupancy often requires moderate-to-high daily doses (>50-100mg) because 5-HT2A affinity typically outpaces SERT affinity in these pharmacophores. The aryl-piperazine scaffold present here is notorious for N-dealkylation, generating active metabolites (e.g., substituted phenylpiperazines) that can cause paradoxical anxiety or headaches. Furthermore, high-dose lipophilic nitrogenous compounds in this class carry a well-documented historical risk of idiosyncratic Drug-Induced Liver Injury (DILI) during chronic administration. Because this is a chronic CNS indication, full safety scrutiny applies, and the therapeutic window must be pristine."
Flupirtine,,Analgesic,Kv7 (KCNQ) potassium channels (Opener),Pain,Approved,1986 (Germany),2018,Serious liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,JUUFBMODXQKSTD-UHFFFAOYSA-N,53276,OK,1986.0,95,"While the MW of 304 and cLogP of ~2.5 appear deceptively benign, the polar surface area (TPSA 89 Å²) and high hydrogen bond donor count (HBD 4) are highly suboptimal for efficient blood-brain barrier penetration. This chasm between systemic exposure and CNS target engagement mandates massive oral doses to drive efficacy. This high-dose requirement collides fatally with the molecule's structural biology. The 2,3,6-tri-nitrogen substituted pyridine core (bearing a primary amine, secondary benzylamine, and carbamate) is an exceptionally electron-rich aromatic system. As the biological advisory correctly identifies, this is a textbook liability for CYP450-mediated bioactivation. The oxidation of this core will inevitably generate highly reactive, electrophilic quinone-diimine intermediates. Pumping high doses of a reactive-metabolite generator through the liver for a chronic, non-lethal indication like analgesia guarantees an unacceptable risk of severe, idiosyncratic Drug-Induced Liver Injury (DILI). The biological risk-benefit ratio is entirely inverted. Tox Summary: Not Clean.",Low,"['Electron-rich 2,3,6-tri-nitrogen substituted pyridine core (quinone-diimine bioactivation risk)']",0.1,"Severe risk of idiosyncratic DILI due to the formation of reactive quinone-diimine intermediates from the electron-rich pyridine core, capping safety probability.",0.25,"High HBD count (4) and borderline TPSA (89 Å²) will restrict CNS penetration, requiring high systemic doses to achieve target engagement in a notoriously difficult analgesic indication.",0.02,Chronic administration of a high-dose hepatotoxin for a non-lethal indication is a guaranteed clinical failure. The DILI risk will inevitably manifest in larger patient cohorts.,0.0005,TERMINATE,"The indication of CNS analgesia is a notorious clinical graveyard, plagued by massive Phase 2/3 attrition due to high placebo response rates and narrow therapeutic windows. Achieving meaningful non-opioid analgesia typically requires high CNS target occupancy, necessitating high systemic doses (often >100-300 mg/day). This high dose burden collides catastrophically with the molecule's structural biology: it features a highly electron-rich substituted pyridine core bearing multiple nitrogen groups (primary amine, secondary benzylamine, and carbamate). This specific motif is a textbook liability for CYP450-mediated bioactivation into highly reactive quinone-diimine intermediates. Pumping high doses of a reactive-metabolite generator through the liver for a non-lethal, chronic/sub-acute indication like pain guarantees an unacceptable risk of severe, idiosyncratic Drug-Induced Liver Injury (DILI). The biological risk-benefit ratio is entirely inverted."
Pergolide,Pergolide (Permax),Dopamine agonist,"D1, D2, and D3 receptors and 5-HT2B receptor",Parkinson,Approved,1988,2007,Cardiac valvulopathy,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,YEHCICAEULNIGD-MZMPZRCHSA-N,47811,OK,1988.0,85,"The NCE is built on a rigid, tetracyclic indole-fused scaffold. Physicochemically, it fits standard CNS parameters (MW ~314, cLogP ~3.5, TPSA ~19 Å²), ensuring high blood-brain barrier penetrance. However, the extremely low TPSA combined with a flat, lipophilic core and a basic tertiary amine (pKa ~9) creates a 'sticky' pharmacophore notorious for widespread biogenic amine receptor promiscuity. As the biological advisory emphasizes, this specific architecture is inextricably linked to potent 5-HT2B agonism, carrying an unacceptable risk of irreversible cardiac valvulopathy upon chronic exposure. From a MedChem perspective, the methylthiomethyl appendage is a glaring metabolic soft spot, highly susceptible to rapid S-oxidation to sulfoxides and sulfones, complicating the pharmacokinetic profile and potentially generating reactive species. The N-propyl group is also vulnerable to CYP-mediated N-dealkylation. The combination of severe structural promiscuity, chronic cardiac toxicity risks, and thioether metabolic instability renders this scaffold obsolete for chronic CNS indications. Tox Summary: Not Clean (High risk of 5-HT2B-mediated valvulopathy and S-oxidation liabilities).",Low,"Methylthiomethyl group (S-oxidation liability), rigid tetracyclic indole-amine core (5-HT2B valvulopathy pharmacophore)",0.45,"Acceptable acute tolerability, but the basic amine and lipophilic core present moderate hERG risks, and rapid S-oxidation may cause variable exposure.",0.35,"High likelihood of CNS penetration and dopamine receptor engagement, but early signs of off-target neuropsychiatric or cardiovascular liabilities may emerge.",0.02,Chronic exposure is virtually guaranteed to fail due to the structural predisposition for 5-HT2B-mediated cardiac valvulopathy and fibrosis.,0.00315,TERMINATE,"While dopamine agonism is a deeply validated mechanism for CNS disorders (e.g., Parkinson's disease), this specific candidate utilizes an ergoline-derived tetracyclic scaffold. Ergoline-class dopamine agonists are a notorious clinical graveyard due to potent off-target agonism at the 5-HT2B receptor. Chronic exposure to 5-HT2B agonists drives severe, irreversible cardiac valvulopathy and pulmonary/retroperitoneal fibrosis, which has led to multiple high-profile market withdrawals. Furthermore, chronic systemic D2/D3 agonism carries significant on-target neuropsychiatric liabilities, including impulse control disorders, sudden sleep attacks, and hallucinations. Given the availability of safer, non-ergoline dopamine agonists, advancing an ergoline-based NCE for chronic CNS therapy represents an unacceptable and obsolete biological risk."
