compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Desipramine,,TCA (Secondary amine),Norepinephrine Transporter (NET),Depression,Approved,1964,,,approved,CNS,,approved_control,Approved controls (success),CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,HCYAFALTSJYZDH-UHFFFAOYSA-N,2995,OK,1964.0,88,"While the low molecular weight (<300) and minimal hydrogen bond donors (HBD=1) technically satisfy basic CNS MPO criteria, this architecture is a structural liability for a modern NCE. The molecule triggers a 'Hard Kill' hERG and voltage-gated sodium channel alert: a strong basic center (secondary amine, pKa > 9) linked via a flexible 3-methylene spacer to a massive, rigid hydrophobic cluster (the tricyclic core). This guarantees severe dose-dependent cardiotoxicity. Furthermore, the extremely low TPSA (<20 Å²) and high lipophilicity (cLogP ~4) create a 'grease and charge' profile that acts as a universal key for aminergic GPCRs, perfectly aligning with the biological advisory's warning of muscarinic, histaminergic, and alpha-1 promiscuity. Metabolically, the unsubstituted aromatic rings and the central azepine ring are highly susceptible to rapid, polymorphic CYP-mediated oxidation, ensuring erratic pharmacokinetics. Tox Summary: Not Clean.",Low,"['hERG pharmacophore (basic amine + 3-carbon spacer + lipophilic tricyclic core)', 'Unsubstituted tricyclic core (polymorphic CYP oxidation liability)']",0.15,Capped below 20% due to the textbook hERG/Na+ channel pharmacophore and high risk of dose-limiting cardiotoxicity.,0.35,"High BBB penetrance and target engagement are likely, but the non-existent therapeutic window severely compromises proof-of-concept viability.",0.05,"Capped at 5%. The combination of off-target GPCR promiscuity, erratic polymorphic clearance, and chronic cardiovascular risk makes commercial survival nearly impossible for a modern NCE.",0.002625,TERMINATE,"The tricyclic scaffold is a pharmacological relic and a regulatory nightmare for a modern NCE. While secondary amines offer a marginal improvement in NET selectivity over tertiary variants, this architecture is inherently promiscuous. It will inevitably hit muscarinic, histaminergic, and alpha-1 adrenergic receptors, guaranteeing a miserable tolerability profile including sedation, orthostatic hypotension, and cognitive blunting. More critically, this class is notorious for dose-dependent cardiotoxicity via voltage-gated sodium channel blockade and hERG liability. Bringing a CNS drug with such a narrow therapeutic index and high overdose fatality risk into today's clinical landscape is clinical suicide. Furthermore, the requirement for extensive hepatic clearance via polymorphic CYPs guarantees erratic patient exposures and severe DDI liabilities."
Valproic,,Anticonvulsant,GABA transaminase inhibition and Voltage-gated Na+ channels,Epilepsy; bipolar disorder,Approved,1978,,,approved,CNS,,approved_control,Approved controls (success),CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,3121,OK,1978.0,85,"While the physicochemical profile presents a deceptively perfect CNS MPO score (MW 144, cLogP ~2.7, TPSA 37, HBD 1), evaluating this as a modern NCE reveals a catastrophic developability profile. The molecule is a featureless, branched aliphatic carboxylic acid devoid of any complex 3D pharmacophore. This structural simplicity guarantees extremely low target affinity, necessitating massive, gram-level daily dosing to drive CNS efficacy. At these extreme doses, the carboxylic acid transitions from a benign moiety to a severe metabolic liability. It will undergo extensive acyl glucuronidation and form reactive CoA thioesters, directly inhibiting mitochondrial beta-oxidation and depleting hepatic glutathione, virtually guaranteeing dose-dependent hepatotoxicity (DILI). Furthermore, branched short-chain fatty acids inherently carry a high risk of off-target epigenetic interference, specifically HDAC inhibition, leading to profound teratogenicity. As a modern NCE, advancing a low-affinity, high-dose liver toxin with reproductive toxicity is unjustifiable. Tox Summary: Not Clean.",Low,['Branched aliphatic carboxylic acid (acyl glucuronidation and CoA thioester formation risk)'],0.4,"High doses required for any pharmacological effect will immediately flag tolerability issues, though it may survive short-term SAD/MAD studies before severe DILI manifests.",0.15,Achieving therapeutic CNS exposure will require pushing the dose to levels where mitochondrial toxicity and hepatic enzyme elevations become dose-limiting.,0.05,Chronic administration of a high-dose hepatotoxin with inherent teratogenic liabilities (HDAC inhibition) is a clinical graveyard for a modern NCE.,0.003,TERMINATE,"This candidate is a simple branched aliphatic carboxylic acid aimed at CNS anticonvulsant activity. The biological feasibility is severely compromised by the pharmacokinetic reality of this chemotype: achieving therapeutic CNS exposure for low-affinity multi-target mechanisms will require massive, gram-level daily dosing (>500mg/day). At these extreme doses, the carboxylic acid moiety becomes a severe metabolic liability. It will undergo extensive acyl glucuronidation and form reactive CoA thioesters, directly inhibiting mitochondrial beta-oxidation and depleting hepatic glutathione. This guarantees a high risk of severe, dose-dependent hepatotoxicity (DILI). Furthermore, branched short-chain fatty acids are notorious for off-target epigenetic interference (e.g., HDAC inhibition), leading to profound teratogenicity. As a modern NCE, a high-dose liver-toxin with reproductive toxicity is a clinical graveyard."
Diazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; seizures; muscle spasm,Approved,1963,,,approved,CNS,,approved_control,Approved controls (success),CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,AAOVKJBEBIDNHE-UHFFFAOYSA-N,3016,OK,1963.0,68,"From a pure physicochemical standpoint, this scaffold is a CNS MedChem masterpiece: MW < 300, TPSA ~33 Å², HBD=0, and a cLogP in the ideal ~3.0 range. The extreme rigidity (1 rotatable bond) ensures minimal entropic penalty upon binding, driving high LipE. However, integrating the biological advisory reveals fatal flaws. The N-methyl group and the unsubstituted C3-methylene are glaring metabolic hotspots for CYP450-mediated N-dealkylation and hydroxylation. As highlighted by the biological expert, these specific biotransformations will inevitably generate long-lived, pharmacologically active metabolites, causing severe accumulation and 'hangover' toxicity. While devoid of classic hERG or MBI structural alerts, the combination of a highly stigmatized mechanism (GABA-A PAM) with a pharmacokinetic profile destined for active metabolite accumulation warrants a severe penalty. Tox Summary: Not Clean (Pharmacokinetic/On-Target Tox).",Medium,"N-methyl moiety (generates active N-dealkylated metabolites), C3-methylene (susceptible to oxidative hydroxylation)",0.65,"Excellent physicochemical properties and lack of direct hepatotoxic/hERG alerts ensure a reasonable safety margin for acute dosing, though acute CNS depression limits the therapeutic window.",0.75,Pristine CNS MPO parameters guarantee excellent blood-brain barrier penetration and robust target engagement.,0.1,"Commercial and chronic safety failure is highly probable due to rapid tolerance, dependence, active metabolite accumulation, and a saturated generic market.",0.04875,CAUTION,"The target class (GABA-A positive allosteric modulation) is highly validated for efficacy but represents a regulatory and clinical minefield for a Novel Chemical Entity. The mechanism is intrinsically linked to severe on-target liabilities: rapid tolerance, physical dependence, high abuse potential, and fatal respiratory depression when combined with other CNS depressants. While the high lipophilicity and potency of this scaffold typically require low absolute doses (minimizing direct DILI risk), the structural features strongly suggest the generation of long-lived active metabolites via hepatic CYP450s (e.g., N-dealkylation). This leads to drug accumulation, severe cognitive blunting, 'hangover' toxicity, and a high risk of falls in elderly populations. Unless this molecule possesses unprecedented alpha-2/alpha-3 subtype selectivity to bypass alpha-1 mediated sedation and addiction, it will be crushed by regulatory safety hurdles and fail to differentiate from a saturated, highly stigmatized generic market."
Lorazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety; status epilepticus,Approved,1977,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,3958,OK,1977.0,55,"From a purely physicochemical standpoint, this NCE is a masterclass in CNS drug design. With a MW of 321, a cLogP in the optimal 2.5-3.0 range, and a TPSA of ~61 Å², it perfectly satisfies CNS MPO criteria, ensuring high passive blood-brain barrier permeability. The structural inclusion of a hydroxyl group on the diazepine core is a strategic MedChem masterstroke: it provides a direct vector for Phase II glucuronidation via UGTs, effectively bypassing CYP450-mediated Phase I metabolism and neutralizing DDI risks. Furthermore, the molecule is devoid of basic amines, completely eliminating hERG liabilities. However, as highlighted by the Biological Advisory, this pristine chemical chassis is wasted on a deeply flawed pharmacological mechanism. Non-selective GABA-A positive allosteric modulation carries inescapable on-target liabilities, including dose-limiting sedation, cognitive impairment, and severe abuse potential. The 40-point penalty for historical target stigma is fully applied, dragging an otherwise elite chemical structure into mediocre territory. Tox Summary: Clean chemically, but biologically toxic due to inescapable on-target mechanism.",Medium,None (Imine is stabilized by conjugation; aryl chlorides are unreactive),0.8,"Excellent physicochemical properties, predictable UGT-driven clearance, and zero hERG liability ensure a highly favorable Phase 1 safety and PK profile.",0.6,"High probability of target engagement and CNS penetration due to optimal LipE and MPO scores. Efficacy will be observed, though clinical differentiation is zero.",0.1,"Extreme regulatory headwinds for non-selective GABA-A PAMs due to abuse liability, dependence, and cognitive impairment. Commercial viability in a saturated generic market is near zero.",0.048,CAUTION,"Targeting the benzodiazepine site of the GABA-A receptor is biologically validated but represents a clinical and regulatory minefield. While the presence of a hydroxyl group on the diazepine core suggests a favorable pharmacokinetic profile via direct Phase II glucuronidation (minimizing CYP-mediated DDI and high-dose DILI risks), the on-target pharmacology is brutal. Non-selective GABA-A positive allosteric modulation guarantees dose-limiting sedation, cognitive impairment, motor incoordination, and severe abuse/dependence liabilities. Developing a novel, non-selective agent in this class faces extreme regulatory scrutiny and offers zero clinical differentiation from a saturated generic market. The biological risk isn't lack of efficacy; it is the inescapable, mechanism-based CNS toxicity."
Alprazolam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Anxiety/panic disorder,Approved,1981,,,approved,CNS,,approved_control,Approved controls (success),CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,VREFGVBLTWBCJP-UHFFFAOYSA-N,2118,OK,1981.0,72,"Physicochemically, this NCE is highly optimized for CNS penetration: MW < 350, HBD = 0, TPSA ~ 45 Å², and cLogP ~ 3.0. The rigid fused triazolo-diazepine architecture minimizes entropic penalties, ensuring high affinity and excellent LipE. However, as highlighted by the Biological Advisory, this structural 'perfection' for BBB crossing is its fatal clinical flaw. The rapid onset kinetics driven by these optimal properties maximize the 'rush' and subsequent abuse liability. Furthermore, the flat, classical pharmacophore lacks the necessary 3D sp3-rich vectors required to achieve alpha-2/3 over alpha-1 subunit selectivity, guaranteeing sedation, tolerance, and dependence. Metabolically, the methyl group on the triazole and the unsubstituted pendant phenyl ring are highly susceptible to CYP3A4-mediated oxidation, likely leading to active metabolites that complicate the pharmacokinetic profile. While devoid of hard-kill toxicophores like MBI alerts or hERG pharmacophores, the structural design fundamentally fails to address the modern safety and regulatory requirements for GABA-A PAMs. Tox Summary: Clean structurally, but biologically toxic via mechanism.",Medium,"Triazole-methyl (susceptible to rapid CYP oxidation), unsubstituted pendant phenyl (para-hydroxylation risk)",0.85,Excellent physicochemical properties (CNS MPO > 5) and lack of acute structural toxicophores or hERG liabilities ensure a high probability of passing single ascending dose safety.,0.4,"Target engagement is guaranteed given the high CNS penetration and rigid pharmacophore, but the lack of subunit selectivity will result in significant sedation and cognitive impairment, narrowing the therapeutic window.",0.05,"Chronic administration will reveal profound tolerance, dependence, and abuse liability. Regulatory approval for a non-selective, rapid-onset classical fused diazepine in the modern era is virtually impossible due to the severe risk profile.",0.017,TERMINATE,"While the GABA-A positive allosteric modulator mechanism is historically validated for acute CNS indications, developing a novel classical benzodiazepine scaffold in the modern era is a regulatory and clinical graveyard. The mechanism is fundamentally plagued by rapid neuroadaptation, leading to profound tolerance, physical dependence, and severe withdrawal syndromes. Furthermore, the abuse liability and risk of fatal respiratory depression (especially via polypharmacy) guarantee severe regulatory pushback. The fused triazole-diazepine structure indicates high lipophilicity and rapid BBB penetration, which maximizes the 'rush' and subsequent abuse potential. Without clear evidence of alpha-subunit selectivity (e.g., alpha-2/3 over alpha-1) to separate efficacy from sedation and addiction, this NCE offers an unacceptable safety profile and no viable clinical therapeutic window over existing generics."
Clonazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Seizures; panic disorder,Approved,1975,,,approved,CNS,,approved_control,Approved controls (success),C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,DGBIGWXXNGSACT-UHFFFAOYSA-N,2802,OK,1975.0,82,"Physicochemically, this NCE presents a deceptive facade of developability. The low molecular weight (~315 Da), rigid architecture (1 rotatable bond), and optimal cLogP (~2.8) yield an excellent CNS MPO score. The ortho-chloro substitution effectively forces the pendant phenyl ring out of plane, locking the active conformation while disrupting crystal packing to aid solubility. However, the inclusion of a nitroaromatic moiety is an egregious structural flaw that completely torpedoes the molecule's viability. As highlighted by the biological advisory, this is a classic toxicophore. Hepatic and gut microbiome nitroreductases will inevitably reduce the nitro group to highly reactive nitroso and hydroxylamine intermediates. These electrophiles are notorious for covalent protein adduction (leading to idiosyncratic DILI and immune-mediated toxicity) and DNA intercalation (Ames positive genotoxicity). Compounding this severe chemical liability is the pharmacological relic of non-selective GABA-A modulation, which guarantees rapid tolerance and severe withdrawal syndromes. In a modern regulatory environment, advancing a chronic-use CNS agent with a built-in DILI/genotox warhead is indefensible. Tox Summary: Not Clean (Nitroaromatic bioactivation risk).",Low,Nitroaromatic group (high risk of nitroreductase-mediated bioactivation to reactive nitroso/hydroxylamine species),0.2,"The presence of a nitroaromatic moiety introduces severe Ames (genotoxicity) and idiosyncratic DILI risks, drastically lowering Phase 1 safety probability. Capped at 20% due to the 'Hard Kill' structural alert.",0.45,"Target engagement is highly probable given the excellent CNS physicochemical properties (low MW, optimal cLogP), but efficacy readouts may be confounded by rapid receptor desensitization.",0.05,Chronic administration of a nitroaromatic compound combined with the severe physical dependence and withdrawal liabilities of GABA-A modulation makes Phase 3 success nearly impossible. Capped at 5%.,0.0045,CAUTION,"Targeting the benzodiazepine binding site of GABA-A receptors is a pharmacological relic. While highly efficacious for acute CNS depression, chronic engagement guarantees receptor desensitization, profound physical dependence, and severe withdrawal liabilities (seizures, rebound anxiety). Furthermore, this specific NCE contains a nitroaromatic moiety—a glaring structural alert. Hepatic and gut microbiome nitroreductases will inevitably convert this to reactive nitroso and hydroxylamine intermediates, introducing a severe risk of idiosyncratic drug-induced liver injury (DILI) and potential genotoxicity. In the modern regulatory landscape, advancing a non-selective GABA-A modulator with a built-in DILI warhead is fraught with clinical and regulatory peril."
Temazepam,,Benzodiazepine,"GABA-A receptor (_1_,_2_,_3_,_5_ subunits) PAM",Insomnia,Approved,1981,,,approved,CNS,,approved_control,Approved controls (success),CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,SEQDDYPDSLOBDC-UHFFFAOYSA-N,5391,OK,1981.0,48,"From a pure physicochemical standpoint, this NCE is a masterclass in CNS design. With an estimated MW ~300, cLogP ~2.8, TPSA ~69 Å², and exactly one HBD, it perfectly threads the needle for the CNS MPO space, ensuring excellent passive BBB permeability and high LipE. Structurally, the inclusion of the C3-hydroxyl group on the diazepine core is a highly strategic MedChem maneuver. It provides an immediate, high-capacity metabolic sink for Phase II glucuronidation (UGT), effectively bypassing CYP450-mediated oxidative pathways, minimizing DDI risks, and virtually eliminating DILI potential. Furthermore, the molecule lacks any basic amine, completely neutralizing hERG liabilities. However, I must integrate the biological advisory: while the chemistry is pristine, the blunt-instrument pharmacology of a non-selective GABA-A PAM carries severe clinical baggage (abuse liability, rapid tolerance). The 35-point biological penalty is applied to reflect the modern regulatory hostility toward this mechanism, despite the flawless structural execution. Tox Summary: Clean.",Medium,"None (Clean core, no MBI or structural alerts)",0.85,"Excellent physicochemical properties, no hERG liability (lacks basic amine), and direct Phase II clearance minimizes reactive metabolite formation and DILI risk.",0.65,Highly validated mechanism of action with guaranteed CNS penetration due to optimal MPO parameters.,0.25,"Severely penalized due to the biological advisory. Lack of subtype selectivity, profound abuse liability, and tolerance issues make chronic indication approval highly challenging in the modern regulatory landscape.",0.138125,CAUTION,"The GABA-A positive allosteric modulator class is biologically validated for CNS indications, ensuring high target engagement and efficacy. However, it carries massive clinical baggage: profound abuse liability, rapid tolerance, physical dependence, and respiratory depression risk. Structurally, the presence of a hydroxyl group on the diazepine ring is a distinct biological advantage, allowing for direct Phase II glucuronidation. This bypasses complex CYP450 oxidative metabolism, minimizing drug-drug interactions and keeping DILI risk exceptionally low. The predicted clinical dose is low (<30mg), further sparing the liver. Despite the clean metabolic profile, the apparent lack of GABA-A receptor subtype selectivity means this NCE will inevitably trigger the classic, highly stigmatized adverse event profile of its class."
Buspirone,,Anxiolytic,5-HT1A receptor partial agonist,Generalized anxiety disorder,Approved,1986,,,approved,CNS,,approved_control,Approved controls (success),C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,QWCRAEMEVRGPNT-UHFFFAOYSA-N,2477,OK,1986.0,82,"Physicochemically, this molecule sits comfortably within optimal CNS MPO space (MW < 400, TPSA ~72 Å², HBD=0, cLogP ~2.6). However, structurally, it is a metabolic and cardiac minefield. The 4-methylene spacer connecting the basic piperazine to the bulky spiro-imide is a textbook hERG pharmacophore, although the imide carbonyls offer a slight polarity buffer that may mitigate catastrophic channel blockade. The fatal flaw, as heavily emphasized by the biological advisory, is the extended alkyl-piperazine linker. This is a massive soft spot for CYP-mediated N-dealkylation, guaranteeing extensive first-pass metabolism, poor oral bioavailability, and the rapid release of the pyrimidinylpiperazine fragment. This cleaved fragment is highly likely to be centrally active, creating a chaotic PK/PD profile with competing active species. The requirement for higher doses to overcome first-pass clearance will inevitably drive Cmax-related CNS toxicities. Combined with the notorious placebo response in anxiety trials and the 35-point biological penalty, this candidate's developability is severely compromised. Tox Summary: Not Clean (hERG liability and active metabolite generation).",Low,"Extended alkyl-piperazine linker (rapid CYP-mediated N-dealkylation), Pyrimidinylpiperazine (centrally active metabolite)",0.45,"High first-pass clearance necessitates larger doses, driving Cmax-related CNS toxicities such as dizziness and somnolence. The basic piperazine-alkyl-imide motif also flags for hERG liability, requiring stringent cardiac safety monitoring.",0.2,"Anxiety is a therapeutic graveyard with massive placebo responses. The rapid generation of centrally active metabolites will confound the PK/PD relationship, making it nearly impossible to establish a clear, reliable dose-response curve.",0.1,"Chronic dosing with a narrow therapeutic window and high inter-patient variability (due to CYP-mediated clearance) severely limits the probability of demonstrating sustained, statistically significant efficacy over placebo in large populations.",0.009,CAUTION,"The candidate targets CNS anxiety, a therapeutic graveyard notorious for massive placebo responses and subjective clinical endpoints that destroy Phase 2/3 efficacy signals. Structurally, the extended alkyl-piperazine linker is a massive liability for rapid CYP-mediated N-dealkylation and extensive first-pass metabolism. This guarantees poor oral bioavailability and high inter-patient variability. To achieve adequate CNS receptor occupancy, the dose frequency or load must be increased, which inevitably drives peak-exposure CNS toxicities such as severe dizziness, nausea, and somnolence. Furthermore, if this relies on standard monoaminergic modulation (e.g., 5-HT receptor partial agonism), the delayed onset of clinical efficacy will result in high patient dropout rates before separation from placebo can be achieved. While it avoids the severe DILI risk of high-dose metabolic drugs, its clinical pharmacology is a nightmare of active metabolites and narrow therapeutic windows."
Sibutramine,,Antiobesity,SERT and NET inhibition (SNRI),Obesity,Approved,1997,2010,Cardiovascular events,market_withdrawal,Metabolic,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,UNAANXDKBXWMLN-UHFFFAOYSA-N,5210,OK,1997.0,85,"The molecule is a physicochemical nightmare masquerading as a simple CNS penetrant. With a TPSA near zero (~3 Å²) and a cLogP pushing 5.0, it relies entirely on 'grease' for affinity, guaranteeing massive non-specific binding and a high volume of distribution. The structural topology—a highly basic tertiary amine flanked by a chlorophenyl ring, a cyclobutane spacer, and an isobutyl chain—forms a textbook hERG pharmacophore. Integrating the biological advisory: deploying a highly lipophilic, basic monoamine modulator for chronic obesity is a clinically defunct strategy due to insurmountable cardiovascular liabilities (hypertension, tachycardia). The metabolic profile will inevitably involve rapid N-demethylation, yielding secondary and primary amines that retain or exacerbate the promiscuity and CV toxicity. Tox Summary: Not Clean (High hERG and CV toxicity risk).",Low,"['Basic tertiary amine linked to massive lipophilic bulk (hERG liability)', 'Chlorophenyl-cyclobutane motif (high lipophilicity driving non-specific toxicity)']",0.2,"High risk of acute cardiovascular events (tachycardia, blood pressure spikes) in healthy volunteers due to sympathomimetic off-target effects and hERG blockade.",0.1,"Even if tolerated acutely, the therapeutic window for efficacy versus sympathetic overactivation in a metabolic patient population is virtually zero.",0.01,Chronic administration of a lipophilic sympathomimetic for weight loss guarantees unacceptable Major Adverse Cardiovascular Events (MACE). A clinical graveyard.,0.0002,TERMINATE,"The structural profile (highly lipophilic, basic amine, halogenated aromatic) combined with an antiobesity indication strongly points to a CNS-penetrant monoamine modulator or sympathomimetic mechanism. This target class is an absolute clinical graveyard. Attempting to drive chronic weight loss via central sympathetic activation invariably leads to unacceptable cardiovascular toxicity (hypertension, tachycardia, and elevated MACE risk) and potential neuropsychiatric liabilities. In the modern metabolic landscape, utilizing a CNS-active small molecule for obesity is biologically archaic and fundamentally unsafe. The therapeutic window between appetite suppression and cardiovascular toxicity is virtually non-existent."
Terfenadine,,H1 Antihistamine,Histamine H1 receptor,Allergy,Approved,1985,1998,QT prolongation/torsades,market_withdrawal,Allergy,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,5405,OK,1985.0,98,"The molecule is a highly lipophilic, bulky basic amine (MW ~471, cLogP > 6, TPSA ~44 Å²). It perfectly matches the 'Hard Kill' hERG pharmacophore: a strong basic center (piperidine, pKa ~9) flanked by a flexible alkyl spacer and massive hydrophobic clusters (a tert-butylphenyl group and a diphenylmethanol moiety). In a benign indication like allergy, the therapeutic index for QTc prolongation must be massive; this chemotype offers none. The extreme lipophilicity guarantees high reliance on hepatic clearance (CYP3A4), creating a severe drug-drug interaction (DDI) liability. Any co-administration with a CYP inhibitor will spike parent exposure, precipitating fatal arrhythmias. The high cLogP and low TPSA also flag it as a 'Grease Brick', driving non-specific binding and poor LipE. Tox Summary: Not Clean (Severe hERG and DDI liabilities).",Low,hERG pharmacophore (basic piperidine linked via flexible spacer to massive diphenylmethanol and tert-butylphenyl domains),0.05,"Extreme hERG liability and DDI risk trigger a Hard Kill for Phase 1 safety, especially in a non-lethal indication where cardiovascular tolerance is zero.",0.15,"Target engagement at H1 is likely given the lipophilic amine, but the non-existent safety window severely compromises dose-finding and therapeutic index.",0.01,"Chronic administration to a broad, unmonitored allergy population with this cardiovascular risk profile is clinically unviable.",7.5e-05,TERMINATE,"While the H1 receptor is a fully validated target for allergy, the biological feasibility of this specific chemotype is fundamentally flawed. The molecule is a highly lipophilic, bulky basic amine with multiple aromatic rings—this is the textbook pharmacophore for potent hERG channel blockade. In a benign, non-life-threatening indication like allergy, the tolerance for cardiovascular risk (QTc prolongation and Torsades de Pointes) is absolute zero. Furthermore, molecules of this size and lipophilicity typically rely heavily on hepatic clearance via CYP450 enzymes (likely CYP3A4). Any drug-drug interaction (DDI) with a CYP inhibitor will cause parent drug levels to spike, instantly collapsing the safety window and triggering fatal arrhythmias. The target is safe, but this structural approach is a well-documented clinical graveyard."
Astemizole,,H1 Antihistamine,Histamine H1 receptor,Allergy,Approved,1988,1999,QT prolongation/torsades,market_withdrawal,Allergy,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,GXDALQBWZGODGZ-UHFFFAOYSA-N,2247,OK,1988.0,92,"The molecule presents a classic, highly lipophilic basic amine architecture. With a calculated MW of ~459 and a cLogP likely exceeding 5.0, coupled with a low TPSA (~45 Å²), it violates the fundamental principles of modern CNS-sparing drug design required for a peripheral H1 antagonist. The structural topology—a central basic piperidine (pKa > 8) flanked by a flexible ethyl-linked 4-methoxyphenyl group and a bulky N-benzylbenzimidazole—is a textbook hERG channel blocker pharmacophore. This triggers a 'Hard Kill' alert for cardiovascular toxicity (QTc prolongation), which is absolutely unacceptable in the allergy indication as highlighted by the biological advisory. Furthermore, the high lipophilicity and low polar surface area guarantee significant blood-brain barrier penetration, leading to profound sedation via central H1 blockade. Metabolically, the molecule is highly susceptible to CYP-mediated O-demethylation and N-dealkylation, potentially leading to variable exposure and drug-drug interactions. Tox Summary: Not Clean.",Low,"['hERG pharmacophore (basic piperidine flanked by lipophilic aromatic systems)', '4-methoxyphenyl (O-demethylation liability)']",0.1,"Massive hERG liability and high lipophilicity trigger a Hard Kill alert, severely limiting Phase 1 safety margins.",0.15,"While target engagement (H1) is likely, the profound sedation and cardiovascular signals will confound dose-finding.",0.01,Zero regulatory tolerance for QTc prolongation or severe sedation in a benign allergy indication guarantees Phase 3 failure.,0.00015,TERMINATE,"While H1 antagonism is a fully validated mechanism for allergy, the structural profile of this NCE—a highly lipophilic basic amine flanked by multiple aromatic systems—is the textbook pharmacophore for potent hERG channel inhibition. In the allergy space, the regulatory tolerance for cardiovascular risk (QTc prolongation and Torsades de Pointes) is absolute zero. Historically, lipophilic H1 antagonists with this exact physicochemical profile suffered catastrophic late-stage attrition or post-market withdrawals due to fatal arrhythmias, particularly when hepatic clearance (e.g., CYP3A4) was saturated or inhibited. Furthermore, the high lipophilicity guarantees significant CNS penetration unless perfectly effluxed by P-gp, introducing unacceptable sedation liabilities. The FDA will demand exhaustive, punitive thorough QT (tQT) studies. You cannot develop a molecule with a built-in cardiotoxic liability for a benign, highly saturated indication."
